trip_id,start_time,end_time,headway_secs,exact_times
R048-0-WD,09:00:00,16:00:00,900,0
R048-0-WD,16:00:00,19:00:00,600,0
R048-0-WD,19:00:00,23:00:00,1500,0
R048-1-WD,05:30:00,07:00:00,1200,0
R048-1-WD,07:00:00,09:00:00,600,0
R048-1-WD,09:00:00,16:00:00,900,0
R048-1-WD,16:00:00,19:00:00,600,0
R048-1-WD,19:00:00,23:00:00,1500,0
R048-0-WE,06:30:00,22:30:00,1800,0
R048-1-WE,06:30:00,22:30:00,1800,0
R049-0-WD,05:30:00,07:00:00,1200,0
R049-0-WD,07:00:00,09:00:00,600,0
R049-0-WD,09:00:00,16:00:00,900,0
R049-0-WD,16:00:00,19:00:00,600,0
R049-0-WD,19:00:00,23:00:00,1500,0
R049-1-WD,05:30:00,07:00:00,1200,0
R049-1-WD,07:00:00,09:00:00,600,0
R049-1-WD,09:00:00,16:00:00,900,0
R049-1-WD,16:00:00,19:00:00,600,0
R049-1-WD,19:00:00,23:00:00,1500,0
R050-0-WD,05:30:00,07:00:00,1200,0
R050-0-WD,07:00:00,09:00:00,600,0
R050-0-WD,09:00:00,16:00:00,900,0
R050-0-WD,16:00:00,19:00:00,600,0
R050-0-WD,19:00:00,23:00:00,1500,0
R050-1-WD,05:30:00,07:00:00,1200,0
R050-1-WD,07:00:00,09:00:00,600,0
R050-1-WD,09:00:00,16:00:00,900,0
R050-1-WD,16:00:00,19:00:00,600,0
R050-1-WD,19:00:00,23:00:00,1500,0
R050-0-WE,06:30:00,22:30:00,1800,0
R050-1-WE,06:30:00,22:30:00,1800,0
R051-0-WD,05:30:00,07:00:00,1200,0
R051-0-WD,07:00:00,09:00:00,600,0
R051-0-WD,09:00:00,16:00:00,900,0
R051-0-WD,16:00:00,19:00:00,600,0
R051-0-WD,19:00:00,23:00:00,1500,0
R051-1-WD,05:30:00,07:00:00,1200,0
R051-1-WD,07:00:00,09:00:00,600,0
R051-1-WD,09:00:00,16:00:00,900,0
R051-1-WD,16:00:00,19:00:00,600,0
R051-1-WD,19:00:00,23:00:00,1500,0
R051-0-WE,06:30:00,22:30:00,1800,0
R051-1-WE,06:30:00,22:30:00,1800,0
R052-0-WD,05:30:00,07:00:00,1200,0
R052-0-WD,07:00:00,09:00:00,600,0
R052-0-WD,09:00:00,16:00:00,900,0
R052-0-WD,16:00:00,19:00:00,600,0
R052-0-WD,19:00:00,23:00:00,1500,0
R052-1-WD,05:30:00,07:00:00,1200,0
R052-1-WD,07:00:00,09:00:00,600,0
R052-1-WD,09:00:00,16:00:00,900,0
R052-1-WD,16:00:00,19:00:00,600,0
R052-1-WD,19:00:00,23:00:00,1500,0
R052-0-WE,06:30:00,22:30:00,1800,0
R052-1-WE,06:30:00,22:30:00,1800,0
R053-0-WD,05:30:00,07:00:00,1200,0
R053-0-WD,07:00:00,09:00:00,600,0
R053-0-WD,09:00:00,16:00:00,900,0
R053-0-WD,16:00:00,19:00:00,600,0
R053-0-WD,19:00:00,23:00:00,1500,0
R053-1-WD,05:30:00,07:00:00,1200,0
R053-1-WD,07:00:00,09:00:00,600,0
R053-1-WD,09:00:00,16:00:00,900,0
R053-1-WD,16:00:00,19:00:00,600,0
R053-1-WD,19:00:00,23:00:00,1500,0
R053-0-WE,06:30:00,22:30:00,1800,0
R053-1-WE,06:30:00,22:30:00,1800,0
R054-0-WD,05:30:00,07:00:00,1200,0
R054-0-WD,07:00:00,09:00:00,600,0
R054-0-WD,09:00:00,16:00:00,900,0
R054-0-WD,16:00:00,19:00:00,600,0
R054-0-WD,19:00:00,23:00:00,1500,0
R054-1-WD,05:30:00,07:00:00,1200,0
R054-1-WD,07:00:00,09:00:00,600,0
R054-1-WD,09:00:00,16:00:00,900,0
R054-1-WD,16:00:00,19:00:00,600,0
R054-1-WD,19:00:00,23:00:00,1500,0
R054-0-WE,06:30:00,22:30:00,1800,0
R054-1-WE,06:30:00,22:30:00,1800,0
R055-0-WD,05:30:00,07:00:00,1200,0
R055-0-WD,07:00:00,09:00:00,600,0
R055-0-WD,09:00:00,16:00:00,900,0
R055-0-WD,16:00:00,19:00:00,600,0
R055-0-WD,19:00:00,23:00:00,1500,0
R055-1-WD,05:30:00,07:00:00,1200,0
R055-1-WD,07:00:00,09:00:00,600,0
R055-1-WD,09:00:00,16:00:00,900,0
R055-1-WD,16:00:00,19:00:00,600,0
R055-1-WD,19:00:00,23:00:00,1500,0
R055-0-WE,06:30:00,22:30:00,1800,0
R055-1-WE,06:30:00,22:30:00,1800,0
R056-0-WD,05:30:00,07:00:00,1200,0
R056-0-WD,07:00:00,09:00:00,600,0
R056-0-WD,09:00:00,16:00:00,900,0
R056-0-WD,16:00:00,19:00:00,600,0
R056-0-WD,19:00:00,23:00:00,1500,0
R056-1-WD,05:30:00,07:00:00,1200,0
R056-1-WD,07:00:00,09:00:00,600,0
R056-1-WD,09:00:00,16:00:00,900,0
R056-1-WD,16:00:00,19:00:00,600,0
R056-1-WD,19:00:00,23:00:00,1500,0
R056-0-WE,06:30:00,22:30:00,1800,0
R056-1-WE,06:30:00,22:30:00,1800,0
R057-0-WD,05:30:00,07:00:00,1200,0
R057-0-WD,07:00:00,09:00:00,600,0
R057-0-WD,09:00:00,16:00:00,900,0
R057-0-WD,16:00:00,19:00:00,600,0
R057-0-WD,19:00:00,23:00:00,1500,0
R057-1-WD,05:30:00,07:00:00,1200,0
R057-1-WD,07:00:00,09:00:00,600,0
R057-1-WD,09:00:00,16:00:00,900,0
R057-1-WD,16:00:00,19:00:00,600,0
R057-1-WD,19:00:00,23:00:00,1500,0
R057-0-WE,06:30:00,22:30:00,1800,0
R057-1-WE,06:30:00,22:30:00,1800,0
R058-0-WD,05:30:00,07:00:00,1200,0
R058-0-WD,07:00:00,09:00:00,600,0
R058-0-WD,09:00:00,16:00:00,900,0
R058-0-WD,16:00:00,19:00:00,600,0
R058-0-WD,19:00:00,23:00:00,1500,0
R058-1-WD,05:30:00,07:00:00,1200,0
R058-1-WD,07:00:00,09:00:00,600,0
R058-1-WD,09:00:00,16:00:00,900,0
R058-1-WD,16:00:00,19:00:00,600,0
R058-1-WD,19:00:00,23:00:00,1500,0
R058-0-WE,06:30:00,22:30:00,1800,0
R058-1-WE,06:30:00,22:30:00,1800,0
R059-0-WD,05:30:00,07:00:00,1200,0
R059-0-WD,07:00:00,09:00:00,600,0
R059-0-WD,09:00:00,16:00:00,900,0
R059-0-WD,16:00:00,19:00:00,600,0
R059-0-WD,19:00:00,23:00:00,1500,0
R059-1-WD,05:30:00,07:00:00,1200,0
R059-1-WD,07:00:00,09:00:00,600,0
R059-1-WD,09:00:00,16:00:00,900,0
R059-1-WD,16:00:00,19:00:00,600,0
R059-1-WD,19:00:00,23:00:00,1500,0
R059-0-WE,06:30:00,22:30:00,1800,0
R059-1-WE,06:30:00,22:30:00,1800,0
R060-0-WD,05:30:00,07:00:00,1200,0
R060-0-WD,07:00:00,09:00:00,600,0
R060-0-WD,09:00:00,16:00:00,900,0
R060-0-WD,16:00:00,19:00:00,600,0
R060-0-WD,19:00:00,23:00:00,1500,0
R060-1-WD,05:30:00,07:00:00,1200,0
R060-1-WD,07:00:00,09:00:00,600,0
R060-1-WD,09:00:00,16:00:00,900,0
R060-1-WD,16:00:00,19:00:00,600,0
R060-1-WD,19:00:00,23:00:00,1500,0
R061-0-WD,05:30:00,07:00:00,1200,0
R061-0-WD,07:00:00,09:00:00,600,0
R061-0-WD,09:00:00,16:00:00,900,0
R061-0-WD,16:00:00,19:00:00,600,0
R061-0-WD,19:00:00,23:00:00,1500,0
R061-1-WD,05:30:00,07:00:00,1200,0
R061-1-WD,07:00:00,09:00:00,600,0
R061-1-WD,09:00:00,16:00:00,900,0
R061-1-WD,16:00:00,19:00:00,600,0
R061-1-WD,19:00:00,23:00:00,1500,0
R061-0-WE,06:30:00,22:30:00,1800,0
R061-1-WE,06:30:00,22:30:00,1800,0
R062-0-WD,05:30:00,07:00:00,1200,0
R062-0-WD,07:00:00,09:00:00,600,0
R062-0-WD,09:00:00,16:00:00,900,0
R062-0-WD,16:00:00,19:00:00,600,0
R062-0-WD,19:00:00,23:00:00,1500,0
R062-1-WD,05:30:00,07:00:00,1200,0
R062-1-WD,07:00:00,09:00:00,600,0
R062-1-WD,09:00:00,16:00:00,900,0
R062-1-WD,16:00:00,19:00:00,600,0
R062-1-WD,19:00:00,23:00:00,1500,0
R062-0-WE,06:30:00,22:30:00,1800,0
R062-1-WE,06:30:00,22:30:00,1800,0
R063-0-WD,05:30:00,07:00:00,1200,0
R063-0-WD,07:00:00,09:00:00,600,0
R063-0-WD,09:00:00,16:00:00,900,0
R063-0-WD,16:00:00,19:00:00,600,0
R063-0-WD,19:00:00,23:00:00,1500,0
R063-1-WD,05:30:00,07:00:00,1200,0
R063-1-WD,07:00:00,09:00:00,600,0
R063-1-WD,09:00:00,16:00:00,900,0
R063-1-WD,16:00:00,19:00:00,600,0
R063-1-WD,19:00:00,23:00:00,1500,0
R063-0-WE,06:30:00,22:30:00,1800,0
R063-1-WE,06:30:00,22:30:00,1800,0
R064-0-WD,05:30:00,07:00:00,1200,0
R064-0-WD,07:00:00,09:00:00,600,0
R064-0-WD,09:00:00,16:00:00,900,0
R064-0-WD,16:00:00,19:00:00,600,0
R064-0-WD,19:00:00,23:00:00,1500,0
R064-1-WD,05:30:00,07:00:00,1200,0
R064-1-WD,07:00:00,09:00:00,600,0
R064-1-WD,09:00:00,16:00:00,900,0
R064-1-WD,16:00:00,19:00:00,600,0
R064-1-WD,19:00:00,23:00:00,1500,0
R064-0-WE,06:30:00,22:30:00,1800,0
R064-1-WE,06:30:00,22:30:00,1800,0
R065-0-WD,05:30:00,07:00:00,1200,0
R065-0-WD,07:00:00,09:00:00,600,0
R065-0-WD,09:00:00,16:00:00,900,0
R065-0-WD,16:00:00,19:00:00,600,0
R065-0-WD,19:00:00,23:00:00,1500,0
R065-1-WD,05:30:00,07:00:00,1200,0
R065-1-WD,07:00:00,09:00:00,600,0
R065-1-WD,09:00:00,16:00:00,900,0
R065-1-WD,16:00:00,19:00:00,600,0
R065-1-WD,19:00:00,23:00:00,1500,0
R065-0-WE,06:30:00,22:30:00,1800,0
R065-1-WE,06:30:00,22:30:00,1800,0
R066-0-WD,05:30:00,07:00:00,1200,0
R066-0-WD,07:00:00,09:00:00,600,0
R066-0-WD,09:00:00,16:00:00,900,0
R066-0-WD,16:00:00,19:00:00,600,0
R066-0-WD,19:00:00,23:00:00,1500,0
R066-1-WD,05:30:00,07:00:00,1200,0
R066-1-WD,07:00:00,09:00:00,600,0
R066-1-WD,09:00:00,16:00:00,900,0
R066-1-WD,16:00:00,19:00:00,600,0
R066-1-WD,19:00:00,23:00:00,1500,0
R066-0-WE,06:30:00,22:30:00,1800,0
R066-1-WE,06:30:00,22:30:00,1800,0
R067-0-WD,05:30:00,07:00:00,1200,0
R067-0-WD,07:00:00,09:00:00,600,0
R067-0-WD,09:00:00,16:00:00,900,0
R067-0-WD,16:00:00,19:00:00,600,0
R067-0-WD,19:00:00,23:00:00,1500,0
R067-1-WD,05:30:00,07:00:00,1200,0
R067-1-WD,07:00:00,09:00:00,600,0
R067-1-WD,09:00:00,16:00:00,900,0
R067-1-WD,16:00:00,19:00:00,600,0
R067-1-WD,19:00:00,23:00:00,1500,0
R067-0-WE,06:30:00,22:30:00,1800,0
R067-1-WE,06:30:00,22:30:00,1800,0
R068-0-WD,05:30:00,07:00:00,1200,0
R068-0-WD,07:00:00,09:00:00,600,0
R068-0-WD,09:00:00,16:00:00,900,0
R068-0-WD,16:00:00,19:00:00,600,0
R068-0-WD,19:00:00,23:00:00,1500,0
R068-1-WD,05:30:00,07:00:00,1200,0
R068-1-WD,07:00:00,09:00:00,600,0
R068-1-WD,09:00:00,16:00:00,900,0
R068-1-WD,16:00:00,19:00:00,600,0
R068-1-WD,19:00:00,23:00:00,1500,0
R069-0-WD,05:30:00,07:00:00,1200,0
R069-0-WD,07:00:00,09:00:00,600,0
R069-0-WD,09:00:00,16:00:00,900,0
R069-0-WD,16:00:00,19:00:00,600,0
R069-0-WD,19:00:00,23:00:00,1500,0
R069-1-WD,05:30:00,07:00:00,1200,0
R069-1-WD,07:00:00,09:00:00,600,0
R069-1-WD,09:00:00,16:00:00,900,0
R069-1-WD,16:00:00,19:00:00,600,0
R069-1-WD,19:00:00,23:00:00,1500,0
R070-0-WD,05:30:00,07:00:00,1200,0
R070-0-WD,07:00:00,09:00:00,600,0
R070-0-WD,09:00:00,16:00:00,900,0
R070-0-WD,16:00:00,19:00:00,600,0
R070-0-WD,19:00:00,23:00:00,1500,0
R070-1-WD,05:30:00,07:00:00,1200,0
R070-1-WD,07:00:00,09:00:00,600,0
R070-1-WD,09:00:00,16:00:00,900,0
R070-1-WD,16:00:00,19:00:00,600,0
R070-1-WD,19:00:00,23:00:00,1500,0
R070-0-WE,06:30:00,22:30:00,1800,0
R070-1-WE,06:30:00,22:30:00,1800,0
R071-0-WD,05:30:00,07:00:00,1200,0
R071-0-WD,07:00:00,09:00:00,600,0
R071-0-WD,09:00:00,16:00:00,900,0
R071-0-WD,16:00:00,19:00:00,600,0
R071-0-WD,19:00:00,23:00:00,1500,0
R071-1-WD,05:30:00,07:00:00,1200,0
R071-1-WD,07:00:00,09:00:00,600,0
R071-1-WD,09:00:00,16:00:00,900,0
R071-1-WD,16:00:00,19:00:00,600,0
R071-1-WD,19:00:00,23:00:00,1500,0
R071-0-WE,06:30:00,22:30:00,1800,0
R071-1-WE,06:30:00,22:30:00,1800,0
R072-0-WD,05:30:00,07:00:00,1200,0
R072-0-WD,07:00:00,09:00:00,600,0
R072-0-WD,09:00:00,16:00:00,900,0
R072-0-WD,16:00:00,19:00:00,600,0
R072-0-WD,19:00:00,23:00:00,1500,0
R072-1-WD,05:30:00,07:00:00,1200,0
R072-1-WD,07:00:00,09:00:00,600,0
R072-1-WD,09:00:00,16:00:00,900,0
R072-1-WD,16:00:00,19:00:00,600,0
R072-1-WD,19:00:00,23:00:00,1500,0
R072-0-WE,06:30:00,22:30:00,1800,0
R072-1-WE,06:30:00,22:30:00,1800,0
R073-0-WD,05:30:00,07:00:00,1200,0
R073-0-WD,07:00:00,09:00:00,600,0
R073-0-WD,09:00:00,16:00:00,900,0
R073-0-WD,16:00:00,19:00:00,600,0
R073-0-WD,19:00:00,23:00:00,1500,0
R073-1-WD,05:30:00,07:00:00,1200,0
R073-1-WD,07:00:00,09:00:00,600,0
R073-1-WD,09:00:00,16:00:00,900,0
R073-1-WD,16:00:00,19:00:00,600,0
R073-1-WD,19:00:00,23:00:00,1500,0
R074-0-WD,05:30:00,07:00:00,1200,0
R074-0-WD,07:00:00,09:00:00,600,0
R074-0-WD,09:00:00,16:00:00,900,0
R074-0-WD,16:00:00,19:00:00,600,0
R074-0-WD,19:00:00,23:00:00,1500,0
R074-1-WD,05:30:00,07:00:00,1200,0
R074-1-WD,07:00:00,09:00:00,600,0
R074-1-WD,09:00:00,16:00:00,900,0
R074-1-WD,16:00:00,19:00:00,600,0
R074-1-WD,19:00:00,23:00:00,1500,0
R074-0-WE,06:30:00,22:30:00,1800,0
R074-1-WE,06:30:00,22:30:00,1800,0
R075-0-WD,05:30:00,07:00:00,1200,0
R075-0-WD,07:00:00,09:00:00,600,0
R075-0-WD,09:00:00,16:00:00,900,0
R075-0-WD,16:00:00,19:00:00,600,0
R075-0-WD,19:00:00,23:00:00,1500,0
R075-1-WD,05:30:00,07:00:00,1200,0
R075-1-WD,07:00:00,09:00:00,600,0
R075-1-WD,09:00:00,16:00:00,900,0
R075-1-WD,16:00:00,19:00:00,600,0
R075-1-WD,19:00:00,23:00:00,1500,0
R076-0-WD,05:30:00,07:00:00,1200,0
R076-0-WD,07:00:00,09:00:00,600,0
R076-0-WD,09:00:00,16:00:00,900,0
R076-0-WD,16:00:00,19:00:00,600,0
R076-0-WD,19:00:00,23:00:00,1500,0
R076-1-WD,05:30:00,07:00:00,1200,0
R076-1-WD,07:00:00,09:00:00,600,0
R076-1-WD,09:00:00,16:00:00,900,0
R076-1-WD,16:00:00,19:00:00,600,0
R076-1-WD,19:00:00,23:00:00,1500,0
R076-0-WE,06:30:00,22:30:00,1800,0
R076-1-WE,06:30:00,22:30:00,1800,0
R077-0-WD,05:30:00,07:00:00,1200,0
R077-0-WD,07:00:00,09:00:00,600,0
R077-0-WD,09:00:00,16:00:00,900,0
R077-0-WD,16:00:00,19:00:00,600,0
R077-0-WD,19:00:00,23:00:00,1500,0
R077-1-WD,05:30:00,07:00:00,1200,0
R077-1-WD,07:00:00,09:00:00,600,0
R077-1-WD,09:00:00,16:00:00,900,0
R077-1-WD,16:00:00,19:00:00,600,0
R077-1-WD,19:00:00,23:00:00,1500,0
R077-0-WE,06:30:00,22:30:00,1800,0
R077-1-WE,06:30:00,22:30:00,1800,0
R078-0-WD,05:30:00,07:00:00,1200,0
R078-0-WD,07:00:00,09:00:00,600,0
R078-0-WD,09:00:00,16:00:00,900,0
R078-0-WD,16:00:00,19:00:00,600,0
R078-0-WD,19:00:00,23:00:00,1500,0
R078-1-WD,05:30:00,07:00:00,1200,0
R078-1-WD,07:00:00,09:00:00,600,0
R078-1-WD,09:00:00,16:00:00,900,0
R078-1-WD,16:00:00,19:00:00,600,0
R078-1-WD,19:00:00,23:00:00,1500,0
R078-0-WE,06:30:00,22:30:00,1800,0
R078-1-WE,06:30:00,22:30:00,1800,0
R079-0-WD,05:30:00,07:00:00,1200,0
R079-0-WD,07:00:00,09:00:00,600,0
R079-0-WD,09:00:00,16:00:00,900,0
R079-0-WD,16:00:00,19:00:00,600,0
R079-0-WD,19:00:00,23:00:00,1500,0
R079-1-WD,05:30:00,07:00:00,1200,0
R079-1-WD,07:00:00,09:00:00,600,0
R079-1-WD,09:00:00,16:00:00,900,0
R079-1-WD,16:00:00,19:00:00,600,0
R079-1-WD,19:00:00,23:00:00,1500,0
R080-0-WD,05:30:00,07:00:00,1200,0
R080-0-WD,07:00:00,09:00:00,600,0
R080-0-WD,09:00:00,16:00:00,900,0
R080-0-WD,16:00:00,19:00:00,600,0
R080-0-WD,19:00:00,23:00:00,1500,0
R080-1-WD,05:30:00,07:00:00,1200,0
R080-1-WD,07:00:00,09:00:00,600,0
R080-1-WD,09:00:00,16:00:00,900,0
R080-1-WD,16:00:00,19:00:00,600,0
R080-1-WD,19:00:00,23:00:00,1500,0
R081-0-WD,05:30:00,07:00:00,1200,0
R081-0-WD,07:00:00,09:00:00,600,0
R081-0-WD,09:00:00,16:00:00,900,0
R081-0-WD,16:00:00,19:00:00,600,0
R081-0-WD,19:00:00,23:00:00,1500,0
R081-1-WD,05:30:00,07:00:00,1200,0
R081-1-WD,07:00:00,09:00:00,600,0
R081-1-WD,09:00:00,16:00:00,900,0
R081-1-WD,16:00:00,19:00:00,600,0
R081-1-WD,19:00:00,23:00:00,1500,0
R081-0-WE,06:30:00,22:30:00,1800,0
R081-1-WE,06:30:00,22:30:00,1800,0
R082-0-WD,05:30:00,07:00:00,1200,0
R082-0-WD,07:00:00,09:00:00,600,0
R082-0-WD,09:00:00,16:00:00,900,0
R082-0-WD,16:00:00,19:00:00,600,0
R082-0-WD,19:00:00,23:00:00,1500,0
R082-1-WD,05:30:00,07:00:00,1200,0
R082-1-WD,07:00:00,09:00:00,600,0
R082-1-WD,09:00:00,16:00:00,900,0
R082-1-WD,16:00:00,19:00:00,600,0
R082-1-WD,19:00:00,23:00:00,1500,0
R082-0-WE,06:30:00,22:30:00,1800,0
R082-1-WE,06:30:00,22:30:00,1800,0
R083-0-WD,05:30:00,07:00:00,1200,0
R083-0-WD,07:00:00,09:00:00,600,0
R083-0-WD,09:00:00,16:00:00,900,0
R083-0-WD,16:00:00,19:00:00,600,0
R083-0-WD,19:00:00,23:00:00,1500,0
R083-1-WD,05:30:00,07:00:00,1200,0
R083-1-WD,07:00:00,09:00:00,600,0
R083-1-WD,09:00:00,16:00:00,900,0
R083-1-WD,16:00:00,19:00:00,600,0
R083-1-WD,19:00:00,23:00:00,1500,0
R083-0-WE,06:30:00,22:30:00,1800,0
R083-1-WE,06:30:00,22:30:00,1800,0
R084-0-WD,05:30:00,07:00:00,1200,0
R084-0-WD,07:00:00,09:00:00,600,0
R084-0-WD,09:00:00,16:00:00,900,0
R084-0-WD,16:00:00,19:00:00,600,0
R084-0-WD,19:00:00,23:00:00,1500,0
R084-1-WD,05:30:00,07:00:00,1200,0
R084-1-WD,07:00:00,09:00:00,600,0
R084-1-WD,09:00:00,16:00:00,900,0
R084-1-WD,16:00:00,19:00:00,600,0
R084-1-WD,19:00:00,23:00:00,1500,0
R084-0-WE,06:30:00,22:30:00,1800,0
R084-1-WE,06:30:00,22:30:00,1800,0
R085-0-WD,05:30:00,07:00:00,1200,0
R085-0-WD,07:00:00,09:00:00,600,0
R085-0-WD,09:00:00,16:00:00,900,0
R085-0-WD,16:00:00,19:00:00,600,0
R085-0-WD,19:00:00,23:00:00,1500,0
R085-1-WD,05:30:00,07:00:00,1200,0
R085-1-WD,07:00:00,09:00:00,600,0
R085-1-WD,09:00:00,16:00:00,900,0
R085-1-WD,16:00:00,19:00:00,600,0
R085-1-WD,19:00:00,23:00:00,1500,0
R085-0-WE,06:30:00,22:30:00,1800,0
R085-1-WE,06:30:00,22:30:00,1800,0
R086-0-WD,05:30:00,07:00:00,1200,0
R086-0-WD,07:00:00,09:00:00,600,0
R086-0-WD,09:00:00,16:00:00,900,0
R086-0-WD,16:00:00,19:00:00,600,0
R086-0-WD,19:00:00,23:00:00,1500,0
R086-1-WD,05:30:00,07:00:00,1200,0
R086-1-WD,07:00:00,09:00:00,600,0
R086-1-WD,09:00:00,16:00:00,900,0
R086-1-WD,16:00:00,19:00:00,600,0
R086-1-WD,19:00:00,23:00:00,1500,0
R086-0-WE,06:30:00,22:30:00,1800,0
R086-1-WE,06:30:00,22:30:00,1800,0
R087-0-WD,05:30:00,07:00:00,1200,0
R087-0-WD,07:00:00,09:00:00,600,0
R087-0-WD,09:00:00,16:00:00,900,0
R087-0-WD,16:00:00,19:00:00,600,0
R087-0-WD,19:00:00,23:00:00,1500,0
R087-1-WD,05:30:00,07:00:00,1200,0
R087-1-WD,07:00:00,09:00:00,600,0
R087-1-WD,09:00:00,16:00:00,900,0
R087-1-WD,16:00:00,19:00:00,600,0
R087-1-WD,19:00:00,23:00:00,1500,0
R087-0-WE,06:30:00,22:30:00,1800,0
R087-1-WE,06:30:00,22:30:00,1800,0
R088-0-WD,05:30:00,07:00:00,1200,0
R088-0-WD,07:00:00,09:00:00,600,0
R088-0-WD,09:00:00,16:00:00,900,0
R088-0-WD,16:00:00,19:00:00,600,0
R088-0-WD,19:00:00,23:00:00,1500,0
R088-1-WD,05:30:00,07:00:00,1200,0
R088-1-WD,07:00:00,09:00:00,600,0
R088-1-WD,09:00:00,16:00:00,900,0
R088-1-WD,16:00:00,19:00:00,600,0
R088-1-WD,19:00:00,23:00:00,1500,0
R088-0-WE,06:30:00,22:30:00,1800,0
R088-1-WE,06:30:00,22:30:00,1800,0
R089-0-WD,05:30:00,07:00:00,1200,0
R089-0-WD,07:00:00,09:00:00,600,0
R089-0-WD,09:00:00,16:00:00,900,0
R089-0-WD,16:00:00,19:00:00,600,0
R089-0-WD,19:00:00,23:00:00,1500,0
R089-1-WD,05:30:00,07:00:00,1200,0
R089-1-WD,07:00:00,09:00:00,600,0
R089-1-WD,09:00:00,16:00:00,900,0
R089-1-WD,16:00:00,19:00:00,600,0
R089-1-WD,19:00:00,23:00:00,1500,0
R090-0-WD,05:30:00,07:00:00,1200,0
R090-0-WD,07:00:00,09:00:00,600,0
R090-0-WD,09:00:00,16:00:00,900,0
R090-0-WD,16:00:00,19:00:00,600,0
R090-0-WD,19:00:00,23:00:00,1500,0
R090-1-WD,05:30:00,07:00:00,1200,0
R090-1-WD,07:00:00,09:00:00,600,0
R090-1-WD,09:00:00,16:00:00,900,0
R090-1-WD,16:00:00,19:00:00,600,0
R090-1-WD,19:00:00,23:00:00,1500,0
R091-0-WD,05:30:00,07:00:00,1200,0
R091-0-WD,07:00:00,09:00:00,600,0
R091-0-WD,09:00:00,16:00:00,900,0
R091-0-WD,16:00:00,19:00:00,600,0
R091-0-WD,19:00:00,23:00:00,1500,0
R091-1-WD,05:30:00,07:00:00,1200,0
R091-1-WD,07:00:00,09:00:00,600,0
R091-1-WD,09:00:00,16:00:00,900,0
R091-1-WD,16:00:00,19:00:00,600,0
R091-1-WD,19:00:00,23:00:00,1500,0
R091-0-WE,06:30:00,22:30:00,1800,0
R091-1-WE,06:30:00,22:30:00,1800,0
R092-0-WD,05:30:00,07:00:00,1200,0
R092-0-WD,07:00:00,09:00:00,600,0
R092-0-WD,09:00:00,16:00:00,900,0
R092-0-WD,16:00:00,19:00:00,600,0
R092-0-WD,19:00:00,23:00:00,1500,0
R092-1-WD,05:30:00,07:00:00,1200,0
R092-1-WD,07:00:00,09:00:00,600,0
R092-1-WD,09:00:00,16:00:00,900,0
R092-1-WD,16:00:00,19:00:00,600,0
R092-1-WD,19:00:00,23:00:00,1500,0
R092-0-WE,06:30:00,22:30:00,1800,0
R092-1-WE,06:30:00,22:30:00,1800,0
R093-0-WD,05:30:00,07:00:00,1200,0
R093-0-WD,07:00:00,09:00:00,600,0
R093-0-WD,09:00:00,16:00:00,900,0
R093-0-WD,16:00:00,19:00:00,600,0
R093-0-WD,19:00:00,23:00:00,1500,0
R093-1-WD,05:30:00,07:00:00,1200,0
R093-1-WD,07:00:00,09:00:00,600,0
R093-1-WD,09:00:00,16:00:00,900,0
R093-1-WD,16:00:00,19:00:00,600,0
R093-1-WD,19:00:00,23:00:00,1500,0
R093-0-WE,06:30:00,22:30:00,1800,0
R093-1-WE,06:30:00,22:30:00,1800,0
R094-0-WD,05:30:00,07:00:00,1200,0
R094-0-WD,07:00:00,09:00:00,600,0
R094-0-WD,09:00:00,16:00:00,900,0
R094-0-WD,16:00:00,19:00:00,600,0
R094-0-WD,19:00:00,23:00:00,1500,0
R094-1-WD,05:30:00,07:00:00,1200,0
R094-1-WD,07:00:00,09:00:00,600,0
R094-1-WD,09:00:00,16:00:00,900,0
R094-1-WD,16:00:00,19:00:00,600,0
R094-1-WD,19:00:00,23:00:00,1500,0
R094-0-WE,06:30:00,22:30:00,1800,0
R094-1-WE,06:30:00,22:30:00,1800,0
R095-0-WD,05:30:00,07:00:00,1200,0
R095-0-WD,07:00:00,09:00:00,600,0
R095-0-WD,09:00:00,16:00:00,900,0
R095-0-WD,16:00:00,19:00:00,600,0
R095-0-WD,19:00:00,23:00:00,1500,0
R095-1-WD,05:30:00,07:00:00,1200,0
R095-1-WD,07:00:00,09:00:00,600,0
R095-1-WD,09:00:00,16:00:00,900,0
R095-1-WD,16:00:00,19:00:00,600,0
R095-1-WD,19:00:00,23:00:00,1500,0
R095-0-WE,06:30:00,22:30:00,1800,0
R095-1-WE,06:30:00,22:30:00,1800,0
R096-0-WD,05:30:00,07:00:00,1200,0
R096-0-WD,07:00:00,09:00:00,600,0
R096-0-WD,09:00:00,16:00:00,900,0
R096-0-WD,16:00:00,19:00:00,600,0
R096-0-WD,19:00:00,23:00:00,1500,0
R096-1-WD,05:30:00,07:00:00,1200,0
R096-1-WD,07:00:00,09:00:00,600,0
R096-1-WD,09:00:00,16:00:00,900,0
R096-1-WD,16:00:00,19:00:00,600,0
R096-1-WD,19:00:00,23:00:00,1500,0
R096-0-WE,06:30:00,22:30:00,1800,0
R096-1-WE,06:30:00,22:30:00,1800,0
R097-0-WD,05:30:00,07:00:00,1200,0
R097-0-WD,07:00:00,09:00:00,600,0
R097-0-WD,09:00:00,16:00:00,900,0
R097-0-WD,16:00:00,19:00:00,600,0
