trip_id,arrival_time,departure_time,stop_id,stop_sequence
R014-1-WD,06:26:48,06:26:48,S00065,16
R014-1-WD,06:28:22,06:28:22,S00212,17
R014-1-WD,06:30:09,06:30:09,S00211,18
R014-1-WD,06:32:31,06:32:31,S00011,19
R014-1-WD,06:33:43,06:33:43,S00210,20
R014-1-WD,06:35:30,06:35:30,S00209,21
R014-1-WD,06:37:17,06:37:17,S00208,22
R014-1-WD,06:39:04,06:39:04,S00207,23
R014-1-WD,06:41:17,06:41:17,S00104,24
R014-1-WD,06:42:39,06:42:39,S00206,25
R014-0-SA,06:00:00,06:00:00,S00206,1
R014-0-SA,06:01:22,06:01:22,S00104,2
R014-0-SA,06:03:35,06:03:35,S00207,3
R014-0-SA,06:05:22,06:05:22,S00208,4
R014-0-SA,06:07:09,06:07:09,S00209,5
R014-0-SA,06:08:56,06:08:56,S00210,6
R014-0-SA,06:10:08,06:10:08,S00011,7
R014-0-SA,06:12:30,06:12:30,S00211,8
R014-0-SA,06:14:17,06:14:17,S00212,9
R014-0-SA,06:15:51,06:15:51,S00065,10
R014-0-SA,06:18:28,06:18:28,S00079,11
R014-0-SA,06:19:46,06:19:46,S00213,12
R014-0-SA,06:21:33,06:21:33,S00214,13
R014-0-SA,06:23:09,06:23:09,S00030,14
R014-0-SA,06:25:12,06:25:12,S00215,15
R014-0-SA,06:27:22,06:27:22,S00150,16
R014-0-SA,06:28:54,06:28:54,S00216,17
R014-0-SA,06:30:41,06:30:41,S00217,18
R014-0-SA,06:32:28,06:32:28,S00218,19
R014-0-SA,06:34:15,06:34:15,S00219,20
R014-0-SA,06:36:02,06:36:02,S00220,21
R014-0-SA,06:37:49,06:37:49,S00221,22
R014-0-SA,06:39:36,06:39:36,S00222,23
R014-0-SA,06:41:23,06:41:23,S00223,24
R014-0-SA,06:42:39,06:42:39,S00224,25
R014-1-SA,06:00:00,06:00:00,S00224,1
R014-1-SA,06:01:16,06:01:16,S00223,2
R014-1-SA,06:03:03,06:03:03,S00222,3
R014-1-SA,06:04:50,06:04:50,S00221,4
R014-1-SA,06:06:37,06:06:37,S00220,5
R014-1-SA,06:08:24,06:08:24,S00219,6
R014-1-SA,06:10:11,06:10:11,S00218,7
R014-1-SA,06:11:58,06:11:58,S00217,8
R014-1-SA,06:13:45,06:13:45,S00216,9
R014-1-SA,06:15:17,06:15:17,S00150,10
R014-1-SA,06:17:27,06:17:27,S00215,11
R014-1-SA,06:19:30,06:19:30,S00030,12
R014-1-SA,06:21:06,06:21:06,S00214,13
R014-1-SA,06:22:53,06:22:53,S00213,14
R014-1-SA,06:24:11,06:24:11,S00079,15
R014-1-SA,06:26:48,06:26:48,S00065,16
R014-1-SA,06:28:22,06:28:22,S00212,17
R014-1-SA,06:30:09,06:30:09,S00211,18
R014-1-SA,06:32:31,06:32:31,S00011,19
R014-1-SA,06:33:43,06:33:43,S00210,20
R014-1-SA,06:35:30,06:35:30,S00209,21
R014-1-SA,06:37:17,06:37:17,S00208,22
R014-1-SA,06:39:04,06:39:04,S00207,23
R014-1-SA,06:41:17,06:41:17,S00104,24
R014-1-SA,06:42:39,06:42:39,S00206,25
R014-0-SU,06:00:00,06:00:00,S00206,1
R014-0-SU,06:01:22,06:01:22,S00104,2
R014-0-SU,06:03:35,06:03:35,S00207,3
R014-0-SU,06:05:22,06:05:22,S00208,4
R014-0-SU,06:07:09,06:07:09,S00209,5
R014-0-SU,06:08:56,06:08:56,S00210,6
R014-0-SU,06:10:08,06:10:08,S00011,7
R014-0-SU,06:12:30,06:12:30,S00211,8
R014-0-SU,06:14:17,06:14:17,S00212,9
R014-0-SU,06:15:51,06:15:51,S00065,10
R014-0-SU,06:18:28,06:18:28,S00079,11
R014-0-SU,06:19:46,06:19:46,S00213,12
R014-0-SU,06:21:33,06:21:33,S00214,13
R014-0-SU,06:23:09,06:23:09,S00030,14
R014-0-SU,06:25:12,06:25:12,S00215,15
R014-0-SU,06:27:22,06:27:22,S00150,16
R014-0-SU,06:28:54,06:28:54,S00216,17
R014-0-SU,06:30:41,06:30:41,S00217,18
R014-0-SU,06:32:28,06:32:28,S00218,19
R014-0-SU,06:34:15,06:34:15,S00219,20
R014-0-SU,06:36:02,06:36:02,S00220,21
R014-0-SU,06:37:49,06:37:49,S00221,22
R014-0-SU,06:39:36,06:39:36,S00222,23
R014-0-SU,06:41:23,06:41:23,S00223,24
R014-0-SU,06:42:39,06:42:39,S00224,25
R014-1-SU,06:00:00,06:00:00,S00224,1
R014-1-SU,06:01:16,06:01:16,S00223,2
R014-1-SU,06:03:03,06:03:03,S00222,3
R014-1-SU,06:04:50,06:04:50,S00221,4
R014-1-SU,06:06:37,06:06:37,S00220,5
R014-1-SU,06:08:24,06:08:24,S00219,6
R014-1-SU,06:10:11,06:10:11,S00218,7
R014-1-SU,06:11:58,06:11:58,S00217,8
R014-1-SU,06:13:45,06:13:45,S00216,9
R014-1-SU,06:15:17,06:15:17,S00150,10
R014-1-SU,06:17:27,06:17:27,S00215,11
R014-1-SU,06:19:30,06:19:30,S00030,12
R014-1-SU,06:21:06,06:21:06,S00214,13
R014-1-SU,06:22:53,06:22:53,S00213,14
R014-1-SU,06:24:11,06:24:11,S00079,15
R014-1-SU,06:26:48,06:26:48,S00065,16
R014-1-SU,06:28:22,06:28:22,S00212,17
R014-1-SU,06:30:09,06:30:09,S00211,18
R014-1-SU,06:32:31,06:32:31,S00011,19
R014-1-SU,06:33:43,06:33:43,S00210,20
R014-1-SU,06:35:30,06:35:30,S00209,21
R014-1-SU,06:37:17,06:37:17,S00208,22
R014-1-SU,06:39:04,06:39:04,S00207,23
R014-1-SU,06:41:17,06:41:17,S00104,24
R014-1-SU,06:42:39,06:42:39,S00206,25
R015-0-WD,06:00:00,06:00:00,S00225,1
R015-0-WD,06:01:47,06:01:47,S00226,2
R015-0-WD,06:03:34,06:03:34,S00227,3
R015-0-WD,06:05:21,06:05:21,S00228,4
R015-0-WD,06:07:32,06:07:32,S00080,5
R015-0-WD,06:08:57,06:08:57,S00127,6
R015-0-WD,06:10:44,06:10:44,S00128,7
R015-0-WD,06:12:37,06:12:37,S00229,8
R015-0-WD,06:14:24,06:14:24,S00230,9
R015-0-WD,06:16:11,06:16:11,S00231,10
R015-0-WD,06:17:48,06:17:48,S00192,11
R015-0-WD,06:19:46,06:19:46,S00232,12
R015-0-WD,06:21:33,06:21:33,S00233,13
R015-0-WD,06:23:42,06:23:42,S00010,14
R015-0-WD,06:25:14,06:25:14,S00234,15
R015-0-WD,06:27:01,06:27:01,S00235,16
R015-0-WD,06:28:48,06:28:48,S00048,17
R015-0-WD,06:30:21,06:30:21,S00109,18
R015-0-WD,06:32:26,06:32:26,S00236,19
R015-0-WD,06:34:13,06:34:13,S00237,20
R015-0-WD,06:36:00,06:36:00,S00238,21
R015-0-WD,06:37:47,06:37:47,S00239,22
R015-0-WD,06:39:34,06:39:34,S00240,23
R015-0-WD,06:41:21,06:41:21,S00241,24
R015-0-WD,06:43:08,06:43:08,S00242,25
R015-0-WD,06:44:55,06:44:55,S00243,26
R015-0-WD,06:46:42,06:46:42,S00244,27
R015-0-WD,06:48:14,06:48:14,S00245,28
R015-1-WD,06:00:00,06:00:00,S00245,1
R015-1-WD,06:01:32,06:01:32,S00244,2
R015-1-WD,06:03:19,06:03:19,S00243,3
R015-1-WD,06:05:06,06:05:06,S00242,4
R015-1-WD,06:06:53,06:06:53,S00241,5
R015-1-WD,06:08:40,06:08:40,S00240,6
R015-1-WD,06:10:27,06:10:27,S00239,7
R015-1-WD,06:12:14,06:12:14,S00238,8
R015-1-WD,06:14:01,06:14:01,S00237,9
R015-1-WD,06:15:48,06:15:48,S00236,10
R015-1-WD,06:17:53,06:17:53,S00109,11
R015-1-WD,06:19:26,06:19:26,S00048,12
R015-1-WD,06:21:13,06:21:13,S00235,13
R015-1-WD,06:23:00,06:23:00,S00234,14
R015-1-WD,06:24:32,06:24:32,S00010,15
R015-1-WD,06:26:41,06:26:41,S00233,16
R015-1-WD,06:28:28,06:28:28,S00232,17
R015-1-WD,06:30:26,06:30:26,S00192,18
R015-1-WD,06:32:03,06:32:03,S00231,19
R015-1-WD,06:33:50,06:33:50,S00230,20
R015-1-WD,06:35:37,06:35:37,S00229,21
R015-1-WD,06:37:30,06:37:30,S00128,22
R015-1-WD,06:39:17,06:39:17,S00127,23
R015-1-WD,06:40:42,06:40:42,S00080,24
R015-1-WD,06:42:53,06:42:53,S00228,25
R015-1-WD,06:44:40,06:44:40,S00227,26
R015-1-WD,06:46:27,06:46:27,S00226,27
R015-1-WD,06:48:14,06:48:14,S00225,28
R015-0-SA,06:00:00,06:00:00,S00225,1
R015-0-SA,06:01:47,06:01:47,S00226,2
R015-0-SA,06:03:34,06:03:34,S00227,3
R015-0-SA,06:05:21,06:05:21,S00228,4
R015-0-SA,06:07:32,06:07:32,S00080,5
R015-0-SA,06:08:57,06:08:57,S00127,6
R015-0-SA,06:10:44,06:10:44,S00128,7
R015-0-SA,06:12:37,06:12:37,S00229,8
R015-0-SA,06:14:24,06:14:24,S00230,9
R015-0-SA,06:16:11,06:16:11,S00231,10
R015-0-SA,06:17:48,06:17:48,S00192,11
R015-0-SA,06:19:46,06:19:46,S00232,12
R015-0-SA,06:21:33,06:21:33,S00233,13
R015-0-SA,06:23:42,06:23:42,S00010,14
R015-0-SA,06:25:14,06:25:14,S00234,15
R015-0-SA,06:27:01,06:27:01,S00235,16
R015-0-SA,06:28:48,06:28:48,S00048,17
R015-0-SA,06:30:21,06:30:21,S00109,18
R015-0-SA,06:32:26,06:32:26,S00236,19
R015-0-SA,06:34:13,06:34:13,S00237,20
R015-0-SA,06:36:00,06:36:00,S00238,21
R015-0-SA,06:37:47,06:37:47,S00239,22
R015-0-SA,06:39:34,06:39:34,S00240,23
R015-0-SA,06:41:21,06:41:21,S00241,24
R015-0-SA,06:43:08,06:43:08,S00242,25
R015-0-SA,06:44:55,06:44:55,S00243,26
R015-0-SA,06:46:42,06:46:42,S00244,27
R015-0-SA,06:48:14,06:48:14,S00245,28
R015-1-SA,06:00:00,06:00:00,S00245,1
R015-1-SA,06:01:32,06:01:32,S00244,2
R015-1-SA,06:03:19,06:03:19,S00243,3
R015-1-SA,06:05:06,06:05:06,S00242,4
R015-1-SA,06:06:53,06:06:53,S00241,5
R015-1-SA,06:08:40,06:08:40,S00240,6
R015-1-SA,06:10:27,06:10:27,S00239,7
R015-1-SA,06:12:14,06:12:14,S00238,8
R015-1-SA,06:14:01,06:14:01,S00237,9
R015-1-SA,06:15:48,06:15:48,S00236,10
R015-1-SA,06:17:53,06:17:53,S00109,11
R015-1-SA,06:19:26,06:19:26,S00048,12
R015-1-SA,06:21:13,06:21:13,S00235,13
R015-1-SA,06:23:00,06:23:00,S00234,14
R015-1-SA,06:24:32,06:24:32,S00010,15
R015-1-SA,06:26:41,06:26:41,S00233,16
R015-1-SA,06:28:28,06:28:28,S00232,17
R015-1-SA,06:30:26,06:30:26,S00192,18
R015-1-SA,06:32:03,06:32:03,S00231,19
R015-1-SA,06:33:50,06:33:50,S00230,20
R015-1-SA,06:35:37,06:35:37,S00229,21
R015-1-SA,06:37:30,06:37:30,S00128,22
R015-1-SA,06:39:17,06:39:17,S00127,23
R015-1-SA,06:40:42,06:40:42,S00080,24
R015-1-SA,06:42:53,06:42:53,S00228,25
R015-1-SA,06:44:40,06:44:40,S00227,26
R015-1-SA,06:46:27,06:46:27,S00226,27
R015-1-SA,06:48:14,06:48:14,S00225,28
R015-0-SU,06:00:00,06:00:00,S00225,1
R015-0-SU,06:01:47,06:01:47,S00226,2
R015-0-SU,06:03:34,06:03:34,S00227,3
R015-0-SU,06:05:21,06:05:21,S00228,4
R015-0-SU,06:07:32,06:07:32,S00080,5
R015-0-SU,06:08:57,06:08:57,S00127,6
R015-0-SU,06:10:44,06:10:44,S00128,7
R015-0-SU,06:12:37,06:12:37,S00229,8
R015-0-SU,06:14:24,06:14:24,S00230,9
R015-0-SU,06:16:11,06:16:11,S00231,10
R015-0-SU,06:17:48,06:17:48,S00192,11
R015-0-SU,06:19:46,06:19:46,S00232,12
R015-0-SU,06:21:33,06:21:33,S00233,13
R015-0-SU,06:23:42,06:23:42,S00010,14
R015-0-SU,06:25:14,06:25:14,S00234,15
R015-0-SU,06:27:01,06:27:01,S00235,16
R015-0-SU,06:28:48,06:28:48,S00048,17
R015-0-SU,06:30:21,06:30:21,S00109,18
R015-0-SU,06:32:26,06:32:26,S00236,19
R015-0-SU,06:34:13,06:34:13,S00237,20
R015-0-SU,06:36:00,06:36:00,S00238,21
R015-0-SU,06:37:47,06:37:47,S00239,22
R015-0-SU,06:39:34,06:39:34,S00240,23
R015-0-SU,06:41:21,06:41:21,S00241,24
R015-0-SU,06:43:08,06:43:08,S00242,25
R015-0-SU,06:44:55,06:44:55,S00243,26
R015-0-SU,06:46:42,06:46:42,S00244,27
R015-0-SU,06:48:14,06:48:14,S00245,28
R015-1-SU,06:00:00,06:00:00,S00245,1
R015-1-SU,06:01:32,06:01:32,S00244,2
R015-1-SU,06:03:19,06:03:19,S00243,3
R015-1-SU,06:05:06,06:05:06,S00242,4
R015-1-SU,06:06:53,06:06:53,S00241,5
R015-1-SU,06:08:40,06:08:40,S00240,6
R015-1-SU,06:10:27,06:10:27,S00239,7
R015-1-SU,06:12:14,06:12:14,S00238,8
R015-1-SU,06:14:01,06:14:01,S00237,9
R015-1-SU,06:15:48,06:15:48,S00236,10
R015-1-SU,06:17:53,06:17:53,S00109,11
R015-1-SU,06:19:26,06:19:26,S00048,12
R015-1-SU,06:21:13,06:21:13,S00235,13
R015-1-SU,06:23:00,06:23:00,S00234,14
R015-1-SU,06:24:32,06:24:32,S00010,15
R015-1-SU,06:26:41,06:26:41,S00233,16
R015-1-SU,06:28:28,06:28:28,S00232,17
R015-1-SU,06:30:26,06:30:26,S00192,18
R015-1-SU,06:32:03,06:32:03,S00231,19
R015-1-SU,06:33:50,06:33:50,S00230,20
R015-1-SU,06:35:37,06:35:37,S00229,21
R015-1-SU,06:37:30,06:37:30,S00128,22
R015-1-SU,06:39:17,06:39:17,S00127,23
R015-1-SU,06:40:42,06:40:42,S00080,24
R015-1-SU,06:42:53,06:42:53,S00228,25
R015-1-SU,06:44:40,06:44:40,S00227,26
R015-1-SU,06:46:27,06:46:27,S00226,27
R015-1-SU,06:48:14,06:48:14,S00225,28
R016-0-WD,06:00:00,06:00:00,S00246,1
R016-0-WD,06:01:47,06:01:47,S00247,2
R016-0-WD,06:03:34,06:03:34,S00248,3
R016-0-WD,06:05:30,06:05:30,S00238,4
R016-0-WD,06:07:11,06:07:11,S00249,5
R016-0-WD,06:08:58,06:08:58,S00250,6
R016-0-WD,06:10:45,06:10:45,S00251,7
R016-0-WD,06:12:32,06:12:32,S00252,8
R016-0-WD,06:14:38,06:14:38,S00113,9
R016-0-WD,06:16:38,06:16:38,S00177,10
R016-0-WD,06:17:56,06:17:56,S00253,11
R016-0-WD,06:19:43,06:19:43,S00254,12
R016-0-WD,06:21:30,06:21:30,S00255,13
R016-0-WD,06:23:17,06:23:17,S00256,14
R016-0-WD,06:25:04,06:25:04,S00257,15
R016-0-WD,06:26:51,06:26:51,S00258,16
R016-0-WD,06:28:38,06:28:38,S00259,17
R016-1-WD,06:00:00,06:00:00,S00259,1
R016-1-WD,06:01:47,06:01:47,S00258,2
R016-1-WD,06:03:34,06:03:34,S00257,3
R016-1-WD,06:05:21,06:05:21,S00256,4
R016-1-WD,06:07:08,06:07:08,S00255,5
R016-1-WD,06:08:55,06:08:55,S00254,6
R016-1-WD,06:10:42,06:10:42,S00253,7
R016-1-WD,06:12:00,06:12:00,S00177,8
R016-1-WD,06:14:00,06:14:00,S00113,9
R016-1-WD,06:16:06,06:16:06,S00252,10
R016-1-WD,06:17:53,06:17:53,S00251,11
R016-1-WD,06:19:40,06:19:40,S00250,12
R016-1-WD,06:21:27,06:21:27,S00249,13
R016-1-WD,06:23:08,06:23:08,S00238,14
R016-1-WD,06:25:04,06:25:04,S00248,15
R016-1-WD,06:26:51,06:26:51,S00247,16
R016-1-WD,06:28:38,06:28:38,S00246,17
R016-0-SA,06:00:00,06:00:00,S00246,1
R016-0-SA,06:01:47,06:01:47,S00247,2
R016-0-SA,06:03:34,06:03:34,S00248,3
R016-0-SA,06:05:30,06:05:30,S00238,4
R016-0-SA,06:07:11,06:07:11,S00249,5
R016-0-SA,06:08:58,06:08:58,S00250,6
R016-0-SA,06:10:45,06:10:45,S00251,7
R016-0-SA,06:12:32,06:12:32,S00252,8
R016-0-SA,06:14:38,06:14:38,S00113,9
R016-0-SA,06:16:38,06:16:38,S00177,10
R016-0-SA,06:17:56,06:17:56,S00253,11
R016-0-SA,06:19:43,06:19:43,S00254,12
R016-0-SA,06:21:30,06:21:30,S00255,13
R016-0-SA,06:23:17,06:23:17,S00256,14
R016-0-SA,06:25:04,06:25:04,S00257,15
R016-0-SA,06:26:51,06:26:51,S00258,16
R016-0-SA,06:28:38,06:28:38,S00259,17
R016-1-SA,06:00:00,06:00:00,S00259,1
R016-1-SA,06:01:47,06:01:47,S00258,2
R016-1-SA,06:03:34,06:03:34,S00257,3
R016-1-SA,06:05:21,06:05:21,S00256,4
R016-1-SA,06:07:08,06:07:08,S00255,5
R016-1-SA,06:08:55,06:08:55,S00254,6
R016-1-SA,06:10:42,06:10:42,S00253,7
R016-1-SA,06:12:00,06:12:00,S00177,8
R016-1-SA,06:14:00,06:14:00,S00113,9
R016-1-SA,06:16:06,06:16:06,S00252,10
R016-1-SA,06:17:53,06:17:53,S00251,11
R016-1-SA,06:19:40,06:19:40,S00250,12
R016-1-SA,06:21:27,06:21:27,S00249,13
R016-1-SA,06:23:08,06:23:08,S00238,14
R016-1-SA,06:25:04,06:25:04,S00248,15
R016-1-SA,06:26:51,06:26:51,S00247,16
R016-1-SA,06:28:38,06:28:38,S00246,17
R016-0-SU,06:00:00,06:00:00,S00246,1
R016-0-SU,06:01:47,06:01:47,S00247,2
R016-0-SU,06:03:34,06:03:34,S00248,3
R016-0-SU,06:05:30,06:05:30,S00238,4
R016-0-SU,06:07:11,06:07:11,S00249,5
R016-0-SU,06:08:58,06:08:58,S00250,6
R016-0-SU,06:10:45,06:10:45,S00251,7
R016-0-SU,06:12:32,06:12:32,S00252,8
R016-0-SU,06:14:38,06:14:38,S00113,9
R016-0-SU,06:16:38,06:16:38,S00177,10
R016-0-SU,06:17:56,06:17:56,S00253,11
R016-0-SU,06:19:43,06:19:43,S00254,12
R016-0-SU,06:21:30,06:21:30,S00255,13
R016-0-SU,06:23:17,06:23:17,S00256,14
R016-0-SU,06:25:04,06:25:04,S00257,15
R016-0-SU,06:26:51,06:26:51,S00258,16
R016-0-SU,06:28:38,06:28:38,S00259,17
R016-1-SU,06:00:00,06:00:00,S00259,1
R016-1-SU,06:01:47,06:01:47,S00258,2
R016-1-SU,06:03:34,06:03:34,S00257,3
R016-1-SU,06:05:21,06:05:21,S00256,4
R016-1-SU,06:07:08,06:07:08,S00255,5
R016-1-SU,06:08:55,06:08:55,S00254,6
R016-1-SU,06:10:42,06:10:42,S00253,7
R016-1-SU,06:12:00,06:12:00,S00177,8
R016-1-SU,06:14:00,06:14:00,S00113,9
R016-1-SU,06:16:06,06:16:06,S00252,10
R016-1-SU,06:17:53,06:17:53,S00251,11
R016-1-SU,06:19:40,06:19:40,S00250,12
R016-1-SU,06:21:27,06:21:27,S00249,13
R016-1-SU,06:23:08,06:23:08,S00238,14
R016-1-SU,06:25:04,06:25:04,S00248,15
R016-1-SU,06:26:51,06:26:51,S00247,16
R016-1-SU,06:28:38,06:28:38,S00246,17
R017-0-WD,06:00:00,06:00:00,S00260,1
R017-0-WD,06:01:47,06:01:47,S00261,2
R017-0-WD,06:03:16,06:03:16,S00186,3
R017-0-WD,06:05:15,06:05:15,S00013,4
R017-0-WD,06:07:23,06:07:23,S00262,5
R017-0-WD,06:08:57,06:08:57,S00012,6
R017-0-WD,06:10:57,06:10:57,S00263,7
R017-0-WD,06:12:37,06:12:37,S00011,8
R017-0-WD,06:14:40,06:14:40,S00095,9
R017-0-WD,06:16:18,06:16:18,S00010,10
R017-0-WD,06:18:10,06:18:10,S00264,11
R017-0-WD,06:20:06,06:20:06,S00009,12
R017-0-WD,06:21:52,06:21:52,S00265,13
R017-0-WD,06:23:53,06:23:53,S00008,14
R017-0-WD,06:28:23,06:28:23,S00266,15
R017-0-WD,06:30:33,06:30:33,S00007,16
R017-0-WD,06:32:20,06:32:20,S00157,17
R017-0-WD,06:34:27,06:34:27,S00006,18
R017-0-WD,06:35:49,06:35:49,S00267,19
R017-0-WD,06:37:36,06:37:36,S00268,20
R017-0-WD,06:39:23,06:39:23,S00269,21
R017-1-WD,06:00:00,06:00:00,S00269,1
R017-1-WD,06:01:47,06:01:47,S00268,2
R017-1-WD,06:03:34,06:03:34,S00267,3
R017-1-WD,06:04:56,06:04:56,S00006,4
R017-1-WD,06:07:03,06:07:03,S00157,5
R017-1-WD,06:08:50,06:08:50,S00007,6
R017-1-WD,06:11:00,06:11:00,S00266,7
R017-1-WD,06:15:30,06:15:30,S00008,8
R017-1-WD,06:17:31,06:17:31,S00265,9
R017-1-WD,06:19:17,06:19:17,S00009,10
R017-1-WD,06:21:13,06:21:13,S00264,11
R017-1-WD,06:23:05,06:23:05,S00010,12
R017-1-WD,06:24:43,06:24:43,S00095,13
R017-1-WD,06:26:46,06:26:46,S00011,14
R017-1-WD,06:28:26,06:28:26,S00263,15
R017-1-WD,06:30:26,06:30:26,S00012,16
R017-1-WD,06:32:00,06:32:00,S00262,17
R017-1-WD,06:34:08,06:34:08,S00013,18
R017-1-WD,06:36:07,06:36:07,S00186,19
R017-1-WD,06:37:36,06:37:36,S00261,20
R017-1-WD,06:39:23,06:39:23,S00260,21
R017-0-SA,06:00:00,06:00:00,S00260,1
R017-0-SA,06:01:47,06:01:47,S00261,2
R017-0-SA,06:03:16,06:03:16,S00186,3
R017-0-SA,06:05:15,06:05:15,S00013,4
R017-0-SA,06:07:23,06:07:23,S00262,5
R017-0-SA,06:08:57,06:08:57,S00012,6
R017-0-SA,06:10:57,06:10:57,S00263,7
R017-0-SA,06:12:37,06:12:37,S00011,8
R017-0-SA,06:14:40,06:14:40,S00095,9
R017-0-SA,06:16:18,06:16:18,S00010,10
R017-0-SA,06:18:10,06:18:10,S00264,11
R017-0-SA,06:20:06,06:20:06,S00009,12
R017-0-SA,06:21:52,06:21:52,S00265,13
R017-0-SA,06:23:53,06:23:53,S00008,14
R017-0-SA,06:28:23,06:28:23,S00266,15
R017-0-SA,06:30:33,06:30:33,S00007,16
R017-0-SA,06:32:20,06:32:20,S00157,17
R017-0-SA,06:34:27,06:34:27,S00006,18
R017-0-SA,06:35:49,06:35:49,S00267,19
R017-0-SA,06:37:36,06:37:36,S00268,20
R017-0-SA,06:39:23,06:39:23,S00269,21
R017-1-SA,06:00:00,06:00:00,S00269,1
R017-1-SA,06:01:47,06:01:47,S00268,2
R017-1-SA,06:03:34,06:03:34,S00267,3
R017-1-SA,06:04:56,06:04:56,S00006,4
R017-1-SA,06:07:03,06:07:03,S00157,5
R017-1-SA,06:08:50,06:08:50,S00007,6
R017-1-SA,06:11:00,06:11:00,S00266,7
R017-1-SA,06:15:30,06:15:30,S00008,8
R017-1-SA,06:17:31,06:17:31,S00265,9
R017-1-SA,06:19:17,06:19:17,S00009,10
R017-1-SA,06:21:13,06:21:13,S00264,11
R017-1-SA,06:23:05,06:23:05,S00010,12
R017-1-SA,06:24:43,06:24:43,S00095,13
R017-1-SA,06:26:46,06:26:46,S00011,14
R017-1-SA,06:28:26,06:28:26,S00263,15
R017-1-SA,06:30:26,06:30:26,S00012,16
R017-1-SA,06:32:00,06:32:00,S00262,17
R017-1-SA,06:34:08,06:34:08,S00013,18
R017-1-SA,06:36:07,06:36:07,S00186,19
R017-1-SA,06:37:36,06:37:36,S00261,20
R017-1-SA,06:39:23,06:39:23,S00260,21
R017-0-SU,06:00:00,06:00:00,S00260,1
R017-0-SU,06:01:47,06:01:47,S00261,2
R017-0-SU,06:03:16,06:03:16,S00186,3
R017-0-SU,06:05:15,06:05:15,S00013,4
R017-0-SU,06:07:23,06:07:23,S00262,5
R017-0-SU,06:08:57,06:08:57,S00012,6
R017-0-SU,06:10:57,06:10:57,S00263,7
R017-0-SU,06:12:37,06:12:37,S00011,8
R017-0-SU,06:14:40,06:14:40,S00095,9
R017-0-SU,06:16:18,06:16:18,S00010,10
R017-0-SU,06:18:10,06:18:10,S00264,11
R017-0-SU,06:20:06,06:20:06,S00009,12
R017-0-SU,06:21:52,06:21:52,S00265,13
R017-0-SU,06:23:53,06:23:53,S00008,14
R017-0-SU,06:28:23,06:28:23,S00266,15
R017-0-SU,06:30:33,06:30:33,S00007,16
R017-0-SU,06:32:20,06:32:20,S00157,17
R017-0-SU,06:34:27,06:34:27,S00006,18
R017-0-SU,06:35:49,06:35:49,S00267,19
R017-0-SU,06:37:36,06:37:36,S00268,20
R017-0-SU,06:39:23,06:39:23,S00269,21
R017-1-SU,06:00:00,06:00:00,S00269,1
R017-1-SU,06:01:47,06:01:47,S00268,2
R017-1-SU,06:03:34,06:03:34,S00267,3
R017-1-SU,06:04:56,06:04:56,S00006,4
R017-1-SU,06:07:03,06:07:03,S00157,5
R017-1-SU,06:08:50,06:08:50,S00007,6
R017-1-SU,06:11:00,06:11:00,S00266,7
R017-1-SU,06:15:30,06:15:30,S00008,8
R017-1-SU,06:17:31,06:17:31,S00265,9
R017-1-SU,06:19:17,06:19:17,S00009,10
R017-1-SU,06:21:13,06:21:13,S00264,11
R017-1-SU,06:23:05,06:23:05,S00010,12
R017-1-SU,06:24:43,06:24:43,S00095,13
R017-1-SU,06:26:46,06:26:46,S00011,14
R017-1-SU,06:28:26,06:28:26,S00263,15
R017-1-SU,06:30:26,06:30:26,S00012,16
R017-1-SU,06:32:00,06:32:00,S00262,17
R017-1-SU,06:34:08,06:34:08,S00013,18
R017-1-SU,06:36:07,06:36:07,S00186,19
R017-1-SU,06:37:36,06:37:36,S00261,20
R017-1-SU,06:39:23,06:39:23,S00260,21
R018-0-WD,06:00:00,06:00:00,S00270,1
R018-0-WD,06:01:46,06:01:46,S00271,2
R018-0-WD,06:03:32,06:03:32,S00272,3
R018-0-WD,06:05:18,06:05:18,S00273,4
R018-0-WD,06:07:04,06:07:04,S00274,5
R018-0-WD,06:08:50,06:08:50,S00275,6
R018-0-WD,06:10:36,06:10:36,S00276,7
R018-0-WD,06:12:22,06:12:22,S00277,8
R018-0-WD,06:14:08,06:14:08,S00278,9
R018-0-WD,06:15:46,06:15:46,S00217,10
R018-0-WD,06:17:56,06:17:56,S00216,11
R018-0-WD,06:19:31,06:19:31,S00279,12
R018-0-WD,06:21:17,06:21:17,S00280,13
R018-0-WD,06:22:37,06:22:37,S00215,14
R018-0-WD,06:24:50,06:24:50,S00281,15
R018-0-WD,06:26:58,06:26:58,S00214,16
R018-0-WD,06:28:26,06:28:26,S00282,17
R018-0-WD,06:30:12,06:30:12,S00283,18
R018-0-WD,06:31:58,06:31:58,S00284,19
R018-0-WD,06:33:44,06:33:44,S00285,20
R018-0-WD,06:35:39,06:35:39,S00232,21
R018-0-WD,06:37:16,06:37:16,S00286,22
R018-0-WD,06:39:02,06:39:02,S00287,23
R018-0-WD,06:40:48,06:40:48,S00288,24
R018-0-WD,06:42:59,06:42:59,S00263,25
R018-0-WD,06:44:21,06:44:21,S00289,26
R018-0-WD,06:46:07,06:46:07,S00290,27
R018-0-WD,06:47:53,06:47:53,S00291,28
R018-0-WD,06:49:39,06:49:39,S00292,29
R018-0-WD,06:51:25,06:51:25,S00293,30
R018-0-WD,06:53:11,06:53:11,S00294,31
