stop_id,stop_name,stop_lat,stop_lon,zone_id
S01017,Marsh End Row 2,48.998455,12.562625,Marsh End
S01018,Marsh End Court 2,48.995217,12.562597,Marsh End
S01019,Marsh End Priory 3,48.991981,12.56248,Marsh End
S01020,Brickworks Court 3,48.988746,12.562299,Brickworks
S01021,Brickworks Terminal 3,48.982279,12.561797,Brickworks
S01022,Brickworks Green 2,48.979047,12.561505,Brickworks
S01023,Brickworks Yard 2,48.975815,12.56122,Brickworks
S01024,Marsh End Crossing 3,48.990486,12.541957,Marsh End
S01025,Marsh End Row 3,48.991963,12.537567,Marsh End
S01026,Marsh End Priory 4,48.993504,12.533227,Marsh End
S01027,Marsh End Yard 2,48.995028,12.528874,Marsh End
S01028,Marsh End Granary 2,48.996505,12.524484,Marsh End
S01029,Oldtown Yard 4,48.997916,12.520042,Oldtown
S01030,Oldtown Rise 3,49.000385,12.510924,Oldtown
S01031,Oldtown Quay 4,49.002005,12.501384,Oldtown
S01032,Oldtown Exchange 2,49.002413,12.496489,Oldtown
S01033,Oldtown Exchange 3,49.002632,12.491567,Oldtown
S01034,Westbridge Steps 3,49.002616,12.471829,Westbridge
S01035,Westbridge Halt 3,49.002633,12.466894,Westbridge
S01036,Westbridge Baths 2,49.002723,12.46196,Westbridge
S01037,Westbridge Terminal 5,49.002779,12.457026,Westbridge
S01038,Westbridge Rise 4,49.002699,12.442222,Westbridge
S01039,Westbridge Library 2,49.002696,12.437287,Westbridge
S01040,Westbridge Observatory 4,49.002751,12.432352,Westbridge
S01041,Westbridge Terminal 6,49.002886,12.427422,Westbridge
S01042,Southgate Terminal,49.003125,12.4225,Southgate
S01043,Southgate Park,49.003498,12.417599,Southgate
S01044,Southgate Market,49.004022,12.412729,Southgate
S01045,Southgate Depot,49.004694,12.407902,Southgate
S01046,Southgate Barracks,49.005477,12.403114,Southgate
S01047,Southgate Quay,49.006336,12.398355,Southgate
S01048,Southgate Mill,49.007253,12.393622,Southgate
S01049,Southgate Baths,49.008218,12.388911,Southgate
S01050,Southgate Fields,49.009216,12.384215,Southgate
S01051,Southgate Hospital 2,49.010238,12.379532,Southgate
S01052,Southgate Green 2,49.011279,12.374858,Southgate
S01053,Southgate Wharf,49.012331,12.37019,Southgate
S01054,Southgate Barracks 2,49.013386,12.365523,Southgate
S01055,Southgate Priory 2,49.014422,12.360847,Southgate
S01056,Southgate Steps 2,49.014911,12.358516,Southgate
S01057,Harborside Museum 2,49.02565,12.555126,Harborside
S01058,Harborside Works 2,49.02855,12.552934,Harborside
S01059,Harborside Tower 2,49.03437,12.548603,Harborside
S01060,Harborside Cemetery 2,49.037251,12.546351,Harborside
S01061,Harborside Park 2,49.040094,12.54399,Harborside
S01062,Northgate Cemetery 2,49.042873,12.541457,Northgate
S01063,Northgate Barracks 3,49.045515,12.538606,Northgate
S01064,Northgate Locks 2,49.048,12.535441,Northgate
S01065,Northgate Yard 2,49.050336,12.532022,Northgate
S01066,Northgate Chapel 3,49.052555,12.528426,Northgate
S01067,Steelyard Mill,49.058933,12.517252,Steelyard
S01068,Steelyard Depot,49.060907,12.513336,Steelyard
S01069,Steelyard Court,49.062854,12.509388,Steelyard
S01070,Steelyard Bridge,49.069076,12.498017,Steelyard
S01071,Steelyard Observatory,49.071347,12.494495,Steelyard
S01072,Greenfield Wharf,49.073667,12.491048,Greenfield
S01073,Greenfield Chapel,49.076018,12.48765,Greenfield
S01074,Greenfield Market,49.078387,12.484281,Greenfield
S01075,Greenfield Granary,49.080768,12.480932,Greenfield
S01076,Greenfield Baths,49.083158,12.477597,Greenfield
S01077,Greenfield Yard,49.085548,12.474263,Greenfield
S01078,Greenfield Works,49.087308,12.471777,Greenfield
S01079,Fairmount Crossing 2,48.936726,12.561589,Fairmount
S01080,Fairmount Museum 3,48.94273,12.557898,Fairmount
S01081,Fairmount Halt 2,48.945732,12.556052,Fairmount
S01082,Fairmount Cemetery 2,48.948733,12.554205,Fairmount
S01083,Fairmount Bridge 2,48.954736,12.550506,Fairmount
S01084,Brickworks Wharf 2,48.957735,12.548651,Brickworks
S01085,Brickworks Stadium 3,48.960734,12.546792,Brickworks
S01086,Brickworks Chapel 2,48.963731,12.544928,Brickworks
S01087,Brickworks Hospital 2,48.966728,12.543062,Brickworks
S01088,Brickworks Gate 3,48.969724,12.541193,Brickworks
S01089,Brickworks Chapel 3,48.978709,12.535573,Brickworks
S01090,Brickworks Common 2,48.981703,12.533696,Brickworks
S01091,Marsh End Circus 2,48.984696,12.531817,Marsh End
S01092,Marsh End Barracks 2,48.990681,12.52805,Marsh End
S01093,Marsh End Hollow 3,48.999657,12.522394,Marsh End
S01094,Oldtown Stadium 3,49.005642,12.518628,Oldtown
S01095,Oldtown Locks 2,49.008635,12.516745,Oldtown
S01096,Oldtown Arcade 4,49.011628,12.514863,Oldtown
S01097,Oldtown Exchange 4,49.014621,12.512981,Oldtown
S01098,Oldtown Bridge 3,49.017614,12.511099,Oldtown
S01099,Oldtown Library 3,49.020607,12.509217,Oldtown
S01100,Southgate Museum 2,48.990403,12.398203,Southgate
S01101,Southgate Rise 2,48.990728,12.403113,Southgate
S01102,Southgate Tower 2,48.991048,12.408022,Southgate
S01103,Southgate Observatory 2,48.99137,12.412932,Southgate
S01104,Southgate Terminal 2,48.992017,12.42275,Southgate
S01105,Hillcrest Halt 2,48.992347,12.427659,Hillcrest
S01106,Westbridge Stadium 2,48.99302,12.437474,Westbridge
S01107,Westbridge Hollow 2,48.993369,12.442379,Westbridge
S01108,Westbridge Barracks 3,48.993729,12.447283,Westbridge
S01109,Westbridge Gate 3,48.994482,12.457084,Westbridge
S01110,Foundry Tower 2,48.994869,12.461983,Foundry
S01111,Foundry Locks 2,48.995261,12.466881,Foundry
S01112,Foundry Tower 3,48.995655,12.471779,Foundry
S01113,Foundry Hospital 3,48.996051,12.476676,Foundry
S01114,Oldtown Row 3,48.996836,12.486473,Oldtown
S01115,Oldtown Bridge 4,48.997611,12.496271,Oldtown
S01116,Oldtown Baths 2,48.998002,12.501169,Oldtown
S01117,Oldtown Chapel 4,48.998395,12.506067,Oldtown
S01118,Oldtown Court 2,48.998787,12.510966,Oldtown
S01119,Marsh End Park 2,48.999939,12.525666,Marsh End
S01120,Marsh End Depot 3,49.00067,12.535472,Marsh End
S01121,Marsh End Court 3,49.001355,12.545287,Marsh End
S01122,Marsh End Granary 3,49.001685,12.550196,Marsh End
S01123,Marsh End Wharf 3,49.002328,12.560017,Marsh End
S01124,Marsh End Chapel 2,49.002645,12.564929,Marsh End
S01125,Marsh End Terminal 3,49.002959,12.569841,Marsh End
S01126,Marsh End Park 3,49.003272,12.574753,Marsh End
S01127,Marsh End Works 2,49.003586,12.579665,Marsh End
S01128,Marsh End Depot 4,49.003793,12.582864,Marsh End
S01129,Foundry Stadium 2,48.963103,12.474383,Foundry
S01130,Foundry Halt 2,48.965524,12.477658,Foundry
S01131,Foundry Chapel 2,48.967959,12.480908,Foundry
S01132,Elmwood Terminal 2,48.970392,12.484161,Elmwood
S01133,Elmwood Cemetery 2,48.972815,12.487432,Elmwood
S01134,Elmwood Steps 2,48.975224,12.490727,Elmwood
S01135,Elmwood Priory 2,48.979972,12.497435,Elmwood
S01136,Elmwood Hospital 2,48.98227,12.500909,Elmwood
S01137,Elmwood Priory 3,48.984463,12.504537,Elmwood
S01138,Elmwood Mill 2,48.986502,12.508367,Elmwood
S01139,Oldtown Row 4,48.98841,12.512353,Oldtown
S01140,Oldtown Fields 2,48.990248,12.516415,Oldtown
S01141,Marsh End Hospital 2,48.994116,12.524322,Marsh End
S01142,Marsh End Yard 3,48.996242,12.528043,Marsh End
S01143,Marsh End Row 4,49.003106,12.538474,Marsh End
S01144,Marsh End Circus 3,49.008648,12.543536,Marsh End
S01145,Marsh End Green 2,49.014633,12.547297,Marsh End
S01146,Harborside Barracks 2,49.020735,12.550597,Harborside
S01147,Harborside Terminal 2,49.023798,12.552198,Harborside
S01148,Harborside Steps 2,49.025855,12.55333,Harborside
S01149,Steelyard Tower,49.062607,12.502289,Steelyard
S01150,Steelyard Halt,49.060211,12.505613,Steelyard
S01151,Steelyard Arcade 2,49.057828,12.508957,Steelyard
S01152,Steelyard Gate 2,49.052984,12.515514,Steelyard
S01153,Northgate Priory 4,49.05049,12.518662,Northgate
S01154,Northgate Fields 5,49.047915,12.521656,Northgate
S01155,Northgate Circus 4,49.045265,12.524494,Northgate
S01156,Northgate Chapel 4,49.042567,12.527222,Northgate
S01157,Northgate Priory 5,49.039832,12.529866,Northgate
S01158,Harborside Baths 2,49.028693,12.539938,Harborside
S01159,Harborside Depot 2,49.025851,12.542302,Harborside
S01160,Harborside Hospital 3,49.022989,12.544609,Harborside
S01161,Harborside Halt 2,49.020118,12.546892,Harborside
S01162,Marsh End Tower 2,49.008769,12.556398,Marsh End
S01163,Marsh End Crossing 4,49.005971,12.55888,Marsh End
S01164,Marsh End Court 4,49.003178,12.561378,Marsh End
S01165,Marsh End Library 2,49.000387,12.563878,Marsh End
S01166,Foundry Chapel 3,48.973232,12.457588,Foundry
S01167,Foundry Hospital 4,48.976377,12.456426,Foundry
S01168,Foundry Museum 2,48.979584,12.455778,Foundry
S01169,Foundry Hollow 2,48.982819,12.455562,Foundry
S01170,Foundry Exchange 2,48.986056,12.455508,Foundry
S01171,Foundry Row 3,48.989293,12.455609,Foundry
S01172,Foundry Row 4,48.992525,12.455881,Foundry
S01173,Westbridge Locks 3,49.005291,12.459064,Westbridge
S01174,Westbridge Fields 2,49.014497,12.463701,Westbridge
S01175,Kestrel Park Granary,49.022312,12.472429,Kestrel Park
S01176,Vinegrove Cemetery 2,48.971912,12.520898,Vinegrove
S01177,Elmwood Observatory 2,48.978385,12.520689,Elmwood
S01178,Elmwood Court 3,48.981603,12.520185,Elmwood
S01179,Elmwood Rise 2,48.982866,12.516895,Elmwood
S01180,Elmwood Halt 2,48.980342,12.507892,Elmwood
S01181,Elmwood Crossing 2,48.979326,12.50321,Elmwood
S01182,Elmwood Granary 2,48.978773,12.498359,Elmwood
S01183,Elmwood Gate 2,48.979126,12.493479,Elmwood
S01184,Elmwood Hollow 2,48.98039,12.48895,Elmwood
S01185,Elmwood Baths 2,48.982056,12.484722,Elmwood
S01186,Elmwood Court 4,48.983871,12.480638,Elmwood
S01187,Foundry Stadium 3,48.987704,12.472686,Foundry
S01188,Steelyard Hollow,49.070042,12.494488,Steelyard
S01189,Steelyard Depot 2,49.066967,12.496036,Steelyard
S01190,Steelyard Priory,49.063892,12.49758,Steelyard
S01191,Steelyard Junction 2,49.060822,12.499148,Steelyard
S01192,Steelyard Fields 2,49.057761,12.500759,Steelyard
S01193,Steelyard Circus 2,49.054715,12.502432,Steelyard
S01194,Steelyard Works 2,49.051689,12.504188,Steelyard
S01195,Steelyard Observatory 2,49.048693,12.50606,Steelyard
S01196,Northgate Hospital 4,49.045745,12.508099,Northgate
S01197,Northgate Exchange 2,49.04288,12.510394,Northgate
S01198,Northgate Museum 2,49.040162,12.513074,Northgate
S01199,Northgate Arcade 4,49.037582,12.516056,Northgate
S01200,Harborside Observatory 2,49.03085,12.526704,Harborside
S01201,Harborside Bridge 2,49.028808,12.530535,Harborside
S01202,Harborside Circus 2,49.022861,12.542237,Harborside
S01203,Harborside Yard 2,49.019358,12.550541,Harborside
S01204,Harborside Locks 2,49.017628,12.554713,Harborside
S01205,Marsh End Priory 5,49.015851,12.55884,Marsh End
S01206,Marsh End Library 3,49.009935,12.570571,Marsh End
S01207,Marsh End Common 2,49.005488,12.577742,Marsh End
S01208,Marsh End Gate 2,49.003184,12.581209,Marsh End
S01209,Marsh End Bridge 4,49.000851,12.584631,Marsh End
S01210,Junction Granary,48.996127,12.59138,Junction
S01211,Junction Library,48.99374,12.594715,Junction
S01212,Junction Bridge,48.991346,12.598035,Junction
S01213,Junction Terminal,48.988944,12.601344,Junction
S01214,Junction Circus,48.986537,12.604644,Junction
S01215,Junction Museum,48.984129,12.607941,Junction
S01216,Junction Green,48.981723,12.611242,Junction
S01217,Junction Quay,48.979333,12.614569,Junction
S01218,Northgate Hospital 5,49.033111,12.527435,Northgate
S01219,Harborside Priory 2,49.029908,12.52815,Harborside
S01220,Harborside Granary 3,49.026699,12.528802,Harborside
S01221,Marsh End Observatory 2,49.020288,12.530187,Marsh End
S01222,Marsh End Stadium 3,49.017092,12.530975,Marsh End
S01223,Marsh End Terminal 4,49.010757,12.533,Marsh End
S01224,Marsh End Chapel 3,49.007678,12.534514,Marsh End
S01225,Marsh End Bridge 5,49.002038,12.539284,Marsh End
S01226,Marsh End Market 6,48.999615,12.542552,Marsh End
S01227,Marsh End Gate 3,48.997334,12.546054,Marsh End
S01228,Marsh End Row 5,48.995109,12.549636,Marsh End
S01229,Marsh End Row 6,48.993141,12.553552,Marsh End
S01230,Marsh End Barracks 3,48.991311,12.557621,Marsh End
S01231,Brickworks Fountain 2,48.98529,12.569206,Brickworks
S01232,Brickworks Works 2,48.98295,12.572615,Brickworks
S01233,Brickworks Junction 2,48.980515,12.575865,Brickworks
S01234,Brickworks School 2,48.978027,12.579022,Brickworks
S01235,Brickworks Granary 2,48.975512,12.582126,Brickworks
S01236,Brickworks Quay 2,48.972977,12.585194,Brickworks
S01237,Junction Chapel,48.970428,12.588236,Junction
S01238,Junction Depot,48.967869,12.591258,Junction
S01239,Junction Exchange,48.965305,12.594269,Junction
S01240,Junction Wharf,48.96274,12.597277,Junction
S01241,Junction Hollow,48.960186,12.600307,Junction
S01242,Junction Fountain,49.026171,12.640963,Junction
S01243,Junction Rise,49.025713,12.636075,Junction
S01244,Junction Baths,49.025293,12.631179,Junction
S01245,Harborside Green 2,49.024865,12.626286,Harborside
S01246,Harborside Baths 3,49.024409,12.621397,Harborside
S01247,Harborside Wharf 2,49.023917,12.616518,Harborside
S01248,Harborside Crossing 2,49.023375,12.61165,Harborside
S01249,Harborside Cemetery 3,49.022763,12.606802,Harborside
S01250,Harborside Steps 3,49.022055,12.601985,Harborside
S01251,Harborside Row 2,49.021231,12.597211,Harborside
S01252,Harborside Court 2,49.020295,12.592486,Harborside
S01253,Harborside Court 3,49.019263,12.587806,Harborside
S01254,Harborside Hospital 4,49.018173,12.583158,Harborside
S01255,Harborside Junction 2,49.017045,12.578531,Harborside
S01256,Harborside Stadium 3,49.015894,12.573917,Harborside
S01257,Harborside Baths 4,49.014743,12.569303,Harborside
S01258,Marsh End Row 7,49.013607,12.564681,Marsh End
S01259,Marsh End Locks 2,49.011443,12.555377,Marsh End
S01260,Marsh End Hospital 3,49.010394,12.550707,Marsh End
S01261,Marsh End Court 5,49.009324,12.546049,Marsh End
S01262,Marsh End School 3,49.007167,12.536741,Marsh End
S01263,Marsh End Gate 4,49.006107,12.532078,Marsh End
S01264,Marsh End Stadium 4,49.004088,12.522699,Marsh End
S01265,Oldtown Bridge 5,49.003156,12.517973,Oldtown
S01266,Oldtown Depot 4,49.000826,12.503606,Oldtown
S01267,Oldtown Halt 5,48.999734,12.493879,Oldtown
S01268,Oldtown Library 4,48.99928,12.488993,Oldtown
S01269,Oldtown Green 5,48.998868,12.484098,Oldtown
S01270,Foundry Priory 2,48.997797,12.469385,Foundry
S01271,Westbridge Granary 3,48.997471,12.464475,Westbridge
S01272,Westbridge Green 2,48.997143,12.459566,Westbridge
S01273,Westbridge Rise 5,48.99678,12.454669,Westbridge
S01274,Kestrel Park Terminal,49.050525,12.447172,Kestrel Park
S01275,Kestrel Park Junction,49.048437,12.450946,Kestrel Park
S01276,Kestrel Park Locks,49.046351,12.454724,Kestrel Park
S01277,Kestrel Park Museum,49.044265,12.458501,Kestrel Park
S01278,Kestrel Park Court,49.042176,12.462275,Kestrel Park
S01279,Kestrel Park Baths,49.040085,12.466045,Kestrel Park
S01280,Kestrel Park Halt 2,49.037989,12.46981,Kestrel Park
S01281,Kestrel Park Fountain,49.035887,12.473566,Kestrel Park
S01282,Kestrel Park Bridge,49.033777,12.477311,Kestrel Park
S01283,Kestrel Park Cemetery,49.031655,12.481041,Kestrel Park
S01284,Kestrel Park Crossing,49.029526,12.484761,Kestrel Park
S01285,Kestrel Park Steps,49.027389,12.48847,Kestrel Park
S01286,Kestrel Park Hospital,49.025247,12.492172,Kestrel Park
S01287,Oldtown Yard 5,49.0231,12.495868,Oldtown
S01288,Oldtown Priory 2,49.020951,12.499561,Oldtown
S01289,Oldtown Library 5,49.010183,12.517989,Oldtown
S01290,Marsh End Terminal 5,49.00802,12.521663,Marsh End
S01291,Marsh End Barracks 4,49.00154,12.532692,Marsh End
S01292,Marsh End Steps 3,48.999389,12.53638,Marsh End
S01293,Marsh End Steps 4,48.997244,12.540076,Marsh End
S01294,Marsh End Library 4,48.995106,12.543781,Marsh End
S01295,Marsh End Chapel 4,48.992971,12.547491,Marsh End
S01296,Marsh End Fields 2,48.990839,12.551203,Marsh End
S01297,Marsh End Court 6,48.988709,12.554919,Marsh End
S01298,Brickworks Fountain 3,48.984452,12.562354,Brickworks
S01299,Brickworks Hospital 3,48.982324,12.566072,Brickworks
S01300,Hillcrest Tower 2,48.970083,12.422548,Hillcrest
S01301,Hillcrest Terminal 2,48.971255,12.427145,Hillcrest
S01302,Hillcrest Market 2,48.973692,12.436284,Hillcrest
S01303,Hillcrest Observatory 3,48.974873,12.440876,Hillcrest
S01304,Foundry Steps 3,48.977064,12.450158,Foundry
S01305,Foundry Barracks 2,48.978021,12.45487,Foundry
S01306,Foundry Green 3,48.97878,12.459663,Foundry
S01307,Foundry Hollow 3,48.979258,12.464538,Foundry
S01308,Foundry Gate 2,48.979391,12.469465,Foundry
S01309,Foundry Common 2,48.979266,12.474393,Foundry
S01310,Elmwood Gate 3,48.978532,12.484192,Elmwood
S01311,Elmwood Priory 4,48.976918,12.503762,Elmwood
S01312,Elmwood Mill 3,48.976392,12.508629,Elmwood
S01313,Elmwood Bridge 2,48.976077,12.513535,Elmwood
S01314,Brickworks School 3,48.977347,12.52309,Brickworks
S01315,Brickworks Junction 3,48.979011,12.527316,Brickworks
S01316,Brickworks Cemetery 2,48.980969,12.531243,Brickworks
S01317,Marsh End Crossing 5,48.985155,12.538768,Marsh End
S01318,Riverside Bridge,48.94715,12.474317,Riverside
S01319,Vinegrove Circus 2,48.948868,12.478495,Vinegrove
S01320,Vinegrove Bridge 2,48.950598,12.482663,Vinegrove
S01321,Vinegrove Terminal 3,48.952314,12.486843,Vinegrove
S01322,Vinegrove Terminal 4,48.954004,12.491048,Vinegrove
S01323,Vinegrove Depot 4,48.955653,12.495291,Vinegrove
S01324,Vinegrove Park 3,48.957224,12.499602,Vinegrove
S01325,Vinegrove Park 4,48.958658,12.504022,Vinegrove
S01326,Vinegrove Wharf 3,48.959973,12.508527,Vinegrove
S01327,Vinegrove Court 2,48.961218,12.513079,Vinegrove
S01328,Vinegrove School 2,48.96245,12.517639,Vinegrove
S01329,Vinegrove Yard 3,48.96374,12.522162,Vinegrove
S01330,Vinegrove Observatory 2,48.965083,12.526649,Vinegrove
S01331,Brickworks Exchange 2,48.970923,12.544229,Brickworks
S01332,Brickworks Court 4,48.972802,12.548244,Brickworks
S01333,Brickworks Wharf 3,48.974809,12.552115,Brickworks
S01334,Brickworks Park 2,48.976884,12.555901,Brickworks
S01335,Brickworks School 4,48.978994,12.559642,Brickworks
S01336,Junction Junction,48.966375,12.607653,Junction
S01337,Junction Cemetery,48.96938,12.60582,Junction
S01338,Junction Common,48.972406,12.604067,Junction
S01339,Junction Barracks,48.975432,12.602315,Junction
S01340,Junction Mill 2,48.978452,12.600535,Junction
S01341,Junction Steps,48.981459,12.598706,Junction
S01342,Junction Stadium,48.984447,12.596808,Junction
S01343,Junction Circus 2,48.987409,12.594817,Junction
S01344,Junction Yard,48.990331,12.592695,Junction
S01345,Junction Depot 2,48.993192,12.590386,Junction
S01346,Marsh End Yard 4,48.99849,12.584733,Marsh End
S01347,Marsh End Hollow 4,49.000873,12.581396,Marsh End
S01348,Marsh End Crossing 6,49.003074,12.577779,Marsh End
S01349,Marsh End Common 3,49.005113,12.573947,Marsh End
S01350,Marsh End Common 4,49.007043,12.569985,Marsh End
S01351,Marsh End Junction 4,49.008941,12.565986,Marsh End
S01352,Marsh End Market 7,49.012712,12.557963,Marsh End
S01353,Marsh End Steps 5,49.014434,12.553783,Marsh End
S01354,Marsh End Fields 3,49.017665,12.545228,Marsh End
S01355,Marsh End School 4,49.019294,12.540962,Marsh End
S01356,Harborside Rise 2,49.020993,12.53676,Harborside
S01357,Harborside Quay 2,49.022783,12.532647,Harborside
S01358,Harborside Barracks 3,49.026714,12.524805,Harborside
S01359,Harborside Priory 3,49.028849,12.521093,Harborside
S01360,Northgate Junction 3,49.033286,12.513901,Northgate
S01361,Northgate Hospital 6,49.037846,12.506889,Northgate
S01362,Northgate Yard 3,49.040151,12.503422,Northgate
S01363,Kestrel Park Chapel 2,49.047133,12.493122,Kestrel Park
S01364,Kestrel Park Wharf,49.049473,12.489708,Kestrel Park
S01365,Kestrel Park Bridge 2,49.051813,12.486293,Kestrel Park
S01366,Kestrel Park Hospital 2,49.054143,12.482864,Kestrel Park
S01367,Kestrel Park Depot 2,49.055401,12.480976,Kestrel Park
S01368,Foundry Priory 3,48.994557,12.459012,Foundry
S01369,Foundry Priory 4,48.994017,12.463877,Foundry
S01370,Foundry Exchange 3,48.993436,12.468731,Foundry
S01371,Foundry Stadium 4,48.992042,12.478366,Foundry
S01372,Elmwood Gate 4,48.991172,12.483118,Elmwood
S01373,Elmwood Granary 3,48.990214,12.487831,Elmwood
S01374,Elmwood Observatory 3,48.989201,12.492517,Elmwood
S01375,Elmwood Tower 2,48.986108,12.506547,Elmwood
S01376,Elmwood Yard 2,48.983952,12.51585,Elmwood
S01377,Elmwood Fountain 2,48.98289,12.520511,Elmwood
S01378,Marsh End Circus 4,48.981896,12.525206,Marsh End
S01379,Brickworks Row 3,48.979589,12.539575,Brickworks
S01380,Brickworks Museum 2,48.978957,12.544412,Brickworks
S01381,Brickworks Rise 2,48.978343,12.549256,Brickworks
S01382,Brickworks Crossing 2,48.978036,12.551576,Brickworks
S01383,Lakeside Park 2,49.059875,12.391252,Lakeside
S01384,Lakeside Museum,49.056838,12.392965,Lakeside
S01385,Lakeside Mill 2,49.053791,12.394633,Lakeside
S01386,Lakeside Market 2,49.050749,12.396325,Lakeside
S01387,Lakeside Row 2,49.04772,12.398069,Lakeside
S01388,Lakeside Yard 2,49.044712,12.399896,Lakeside
S01389,Lakeside Junction 2,49.04174,12.401854,Lakeside
S01390,Lakeside Yard 3,49.038835,12.404031,Lakeside
S01391,Lakeside Arcade 2,49.036041,12.406524,Lakeside
S01392,Lakeside Gate 2,49.033359,12.409288,Lakeside
S01393,Lakeside Exchange 2,49.030786,12.412285,Lakeside
S01394,Lakeside Stadium 2,49.023429,12.421953,Lakeside
S01395,Westbridge Arcade 2,49.02111,12.425398,Westbridge
S01396,Westbridge Priory 2,49.004621,12.449036,Westbridge
S01397,Foundry Baths 3,48.991839,12.464176,Foundry
S01398,Westbridge Court 3,49.016864,12.449279,Westbridge
S01399,Westbridge Granary 4,49.014284,12.452259,Westbridge
S01400,Westbridge Museum 3,49.011587,12.454986,Westbridge
S01401,Westbridge School 3,48.996301,12.462768,Westbridge
S01402,Foundry Priory 5,48.989928,12.464502,Foundry
S01403,Foundry Steps 4,48.986718,12.465136,Foundry
S01404,Foundry Halt 3,48.98026,12.465818,Foundry
S01405,Foundry Steps 5,48.97055,12.465764,Foundry
S01406,Foundry Observatory 2,48.967319,12.465453,Foundry
S01407,Foundry Tower 4,48.964117,12.464738,Foundry
S01408,Foundry Hollow 4,48.960966,12.463613,Foundry
S01409,Foundry Hollow 5,48.957856,12.46224,Foundry
S01410,Lakeside Hospital 2,49.044805,12.42175,Lakeside
S01411,Lakeside Cemetery 2,49.042368,12.425,Lakeside
S01412,Lakeside Locks 2,49.039963,12.428307,Lakeside
S01413,Lakeside Barracks 2,49.037521,12.431549,Lakeside
S01414,Lakeside Park 3,49.035017,12.434679,Lakeside
S01415,Kestrel Park School 2,49.032421,12.437629,Kestrel Park
S01416,Kestrel Park Fields 2,49.029713,12.440331,Kestrel Park
S01417,Kestrel Park Bridge 3,49.026881,12.442723,Kestrel Park
S01418,Westbridge Fountain 2,49.023967,12.444871,Westbridge
S01419,Westbridge Market 2,49.021008,12.446874,Westbridge
S01420,Westbridge Baths 3,49.01801,12.448737,Westbridge
S01421,Westbridge Quay 2,49.014986,12.450503,Westbridge
S01422,Westbridge Green 3,48.99958,12.458044,Westbridge
S01423,Foundry Junction 3,48.993275,12.460294,Foundry
S01424,Foundry Cemetery 2,48.990104,12.461289,Foundry
S01425,Foundry Barracks 3,48.986926,12.462227,Foundry
S01426,Foundry Museum 3,48.980558,12.464013,Foundry
S01427,Foundry Hospital 5,48.96776,12.467002,Foundry
S01428,Foundry Circus 3,48.964545,12.467587,Foundry
S01429,Foundry Rise 2,48.962758,12.467933,Foundry
S01430,Junction Hospital 2,48.961353,12.603589,Junction
S01431,Junction Terminal 2,48.961946,12.598741,Junction
S01432,Junction Barracks 2,48.962528,12.59389,Junction
S01433,Brickworks Fountain 4,48.963692,12.584188,Brickworks
S01434,Brickworks Exchange 3,48.96428,12.579339,Brickworks
S01435,Brickworks Granary 3,48.964874,12.574492,Brickworks
S01436,Brickworks Park 3,48.966093,12.564805,Brickworks
S01437,Brickworks Chapel 4,48.966722,12.559968,Brickworks
S01438,Brickworks Library 3,48.967368,12.555135,Brickworks
S01439,Brickworks Hollow 2,48.968038,12.55031,Brickworks
S01440,Brickworks Green 3,48.968738,12.545495,Brickworks
S01441,Brickworks Observatory 4,48.970216,12.535892,Brickworks
S01442,Brickworks Court 5,48.970986,12.531102,Brickworks
S01443,Brickworks Circus 2,48.971773,12.526318,Brickworks
S01444,Elmwood Row 3,48.973381,12.516762,Elmwood
S01445,Elmwood Court 5,48.974194,12.511988,Elmwood
S01446,Elmwood Priory 5,48.97501,12.507215,Elmwood
S01447,Elmwood Crossing 3,48.975824,12.502441,Elmwood
S01448,Elmwood Yard 3,48.977434,12.492886,Elmwood
S01449,Foundry Bridge 3,48.980722,12.473802,Foundry
S01450,Foundry Terminal 2,48.981554,12.469034,Foundry
S01451,Foundry Hollow 6,48.98238,12.464265,Foundry
S01452,Foundry Row 5,48.983199,12.459492,Foundry
S01453,Foundry Hospital 6,48.984791,12.449928,Foundry
S01454,Hillcrest School 2,48.987,12.435516,Hillcrest
S01455,Hillcrest Row 2,48.987686,12.430694,Hillcrest
S01456,Hillcrest Tower 3,48.988354,12.425867,Hillcrest
S01457,Hillcrest Museum 2,48.989009,12.421035,Hillcrest
S01458,Southgate Terminal 3,48.989654,12.4162,Southgate
S01459,Southgate Baths 2,48.99029,12.411363,Southgate
S01460,Southgate Chapel 2,48.991546,12.401682,Southgate
S01461,Southgate Museum 3,48.992171,12.396841,Southgate
S01462,Southgate Priory 3,48.992801,12.392001,Southgate
S01463,Steelyard Museum 2,49.069239,12.510542,Steelyard
S01464,Steelyard Granary 2,49.066841,12.513861,Steelyard
S01465,Steelyard Museum 3,49.064497,12.51727,Steelyard
S01466,Northgate Locks 3,49.054781,12.530324,Northgate
S01467,Northgate Locks 4,49.052181,12.533267,Northgate
S01468,Northgate Halt 3,49.049478,12.535983,Northgate
S01469,Northgate Fountain 2,49.046672,12.538443,Northgate
S01470,Northgate Circus 5,49.040867,12.542815,Northgate
S01471,Harborside Halt 3,49.037906,12.544811,Harborside
S01472,Harborside Locks 3,49.034916,12.546705,Harborside
S01473,Harborside Hollow 2,49.031903,12.548512,Harborside
S01474,Harborside Quay 3,49.02887,12.550242,Harborside
S01475,Harborside Quay 4,49.022758,12.5535,Harborside
S01476,Harborside Junction 3,49.019682,12.555039,Harborside
