route_id,service_id,trip_id,trip_headsign,direction_id
R008,WD,R008-0-WD-005,Larch Road,0
R008,WD,R008-0-WD-006,Larch Road,0
R008,WD,R008-0-WD-007,Larch Road,0
R008,WD,R008-0-WD-008,Larch Road,0
R008,WD,R008-0-WD-009,Larch Road,0
R008,WD,R008-0-WD-010,Larch Road,0
R008,WD,R008-0-WD-011,Larch Road,0
R008,WD,R008-0-WD-012,Larch Road,0
R008,WD,R008-0-WD-013,Larch Road,0
R008,WD,R008-0-WD-014,Larch Road,0
R008,WD,R008-0-WD-015,Larch Road,0
R008,WD,R008-0-WD-016,Larch Road,0
R008,WD,R008-0-WD-017,Larch Road,0
R008,WD,R008-0-WD-018,Larch Road,0
R008,WD,R008-0-WD-019,Larch Road,0
R008,WD,R008-0-WD-020,Larch Road,0
R008,WD,R008-0-WD-021,Larch Road,0
R008,WD,R008-0-WD-022,Larch Road,0
R008,WD,R008-0-WD-023,Larch Road,0
R008,WD,R008-0-WD-024,Larch Road,0
R008,WD,R008-0-WD-025,Larch Road,0
R008,WD,R008-0-WD-026,Larch Road,0
R008,WD,R008-0-WD-027,Larch Road,0
R008,WD,R008-0-WD-028,Larch Road,0
R008,WD,R008-0-WD-029,Larch Road,0
R008,WD,R008-0-WD-030,Larch Road,0
R008,WD,R008-0-WD-031,Larch Road,0
R008,WD,R008-0-WD-032,Larch Road,0
R008,WD,R008-0-WD-033,Larch Road,0
R008,WD,R008-0-WD-034,Larch Road,0
R008,WD,R008-0-WD-035,Larch Road,0
R008,WD,R008-0-WD-036,Larch Road,0
R008,WD,R008-0-WD-037,Larch Road,0
R008,WD,R008-0-WD-038,Larch Road,0
R008,WD,R008-0-WD-039,Larch Road,0
R008,WD,R008-0-WD-040,Larch Road,0
R008,WD,R008-0-WD-041,Larch Road,0
R008,WD,R008-0-WD-042,Larch Road,0
R008,WD,R008-0-WD-043,Larch Road,0
R008,WD,R008-0-WD-044,Larch Road,0
R008,WD,R008-0-WD-045,Larch Road,0
R008,WD,R008-0-WD-046,Larch Road,0
R008,WD,R008-0-WD-047,Larch Road,0
R008,WD,R008-0-WD-048,Larch Road,0
R008,WD,R008-0-WD-049,Larch Road,0
R008,WD,R008-0-WD-050,Larch Road,0
R008,WD,R008-1-WD-001,Holly Close,1
R008,WD,R008-1-WD-002,Holly Close,1
R008,WD,R008-1-WD-003,Holly Close,1
R008,WD,R008-1-WD-004,Holly Close,1
R008,WD,R008-1-WD-005,Holly Close,1
R008,WD,R008-1-WD-006,Holly Close,1
R008,WD,R008-1-WD-007,Holly Close,1
R008,WD,R008-1-WD-008,Holly Close,1
R008,WD,R008-1-WD-009,Holly Close,1
R008,WD,R008-1-WD-010,Holly Close,1
R008,WD,R008-1-WD-011,Holly Close,1
R008,WD,R008-1-WD-012,Holly Close,1
R008,WD,R008-1-WD-013,Holly Close,1
R008,WD,R008-1-WD-014,Holly Close,1
R008,WD,R008-1-WD-015,Holly Close,1
R008,WD,R008-1-WD-016,Holly Close,1
R008,WD,R008-1-WD-017,Holly Close,1
R008,WD,R008-1-WD-018,Holly Close,1
R008,WD,R008-1-WD-019,Holly Close,1
R008,WD,R008-1-WD-020,Holly Close,1
R008,WD,R008-1-WD-021,Holly Close,1
R008,WD,R008-1-WD-022,Holly Close,1
R008,WD,R008-1-WD-023,Holly Close,1
R008,WD,R008-1-WD-024,Holly Close,1
R008,WD,R008-1-WD-025,Holly Close,1
R008,WD,R008-1-WD-026,Holly Close,1
R008,WD,R008-1-WD-027,Holly Close,1
R008,WD,R008-1-WD-028,Holly Close,1
R008,WD,R008-1-WD-029,Holly Close,1
R008,WD,R008-1-WD-030,Holly Close,1
R008,WD,R008-1-WD-031,Holly Close,1
R008,WD,R008-1-WD-032,Holly Close,1
R008,WD,R008-1-WD-033,Holly Close,1
R008,WD,R008-1-WD-034,Holly Close,1
R008,WD,R008-1-WD-035,Holly Close,1
R008,WD,R008-1-WD-036,Holly Close,1
R008,WD,R008-1-WD-037,Holly Close,1
R008,WD,R008-1-WD-038,Holly Close,1
R008,WD,R008-1-WD-039,Holly Close,1
R008,WD,R008-1-WD-040,Holly Close,1
R008,WD,R008-1-WD-041,Holly Close,1
R008,WD,R008-1-WD-042,Holly Close,1
R008,WD,R008-1-WD-043,Holly Close,1
R008,WD,R008-1-WD-044,Holly Close,1
R008,WD,R008-1-WD-045,Holly Close,1
R008,WD,R008-1-WD-046,Holly Close,1
R008,WD,R008-1-WD-047,Holly Close,1
R008,WD,R008-1-WD-048,Holly Close,1
R008,WD,R008-1-WD-049,Holly Close,1
R008,WE,R008-0-WE-001,Larch Road,0
R008,WE,R008-0-WE-002,Larch Road,0
R008,WE,R008-0-WE-003,Larch Road,0
R008,WE,R008-0-WE-004,Larch Road,0
R008,WE,R008-0-WE-005,Larch Road,0
R008,WE,R008-0-WE-006,Larch Road,0
R008,WE,R008-0-WE-007,Larch Road,0
R008,WE,R008-0-WE-008,Larch Road,0
R008,WE,R008-0-WE-009,Larch Road,0
R008,WE,R008-0-WE-010,Larch Road,0
R008,WE,R008-0-WE-011,Larch Road,0
R008,WE,R008-0-WE-012,Larch Road,0
R008,WE,R008-0-WE-013,Larch Road,0
R008,WE,R008-0-WE-014,Larch Road,0
R008,WE,R008-0-WE-015,Larch Road,0
R008,WE,R008-0-WE-016,Larch Road,0
R008,WE,R008-0-WE-017,Larch Road,0
R008,WE,R008-0-WE-018,Larch Road,0
R008,WE,R008-0-WE-019,Larch Road,0
R008,WE,R008-0-WE-020,Larch Road,0
R008,WE,R008-0-WE-021,Larch Road,0
R008,WE,R008-0-WE-022,Larch Road,0
R008,WE,R008-0-WE-023,Larch Road,0
R008,WE,R008-0-WE-024,Larch Road,0
R008,WE,R008-0-WE-025,Larch Road,0
R008,WE,R008-0-WE-026,Larch Road,0
R008,WE,R008-0-WE-027,Larch Road,0
R008,WE,R008-0-WE-028,Larch Road,0
R008,WE,R008-0-WE-029,Larch Road,0
R008,WE,R008-0-WE-030,Larch Road,0
R008,WE,R008-0-WE-031,Larch Road,0
R008,WE,R008-0-WE-032,Larch Road,0
R008,WE,R008-0-WE-033,Larch Road,0
R008,WE,R008-0-WE-034,Larch Road,0
R008,WE,R008-0-WE-035,Larch Road,0
R008,WE,R008-1-WE-001,Holly Close,1
R008,WE,R008-1-WE-002,Holly Close,1
R008,WE,R008-1-WE-003,Holly Close,1
R008,WE,R008-1-WE-004,Holly Close,1
R008,WE,R008-1-WE-005,Holly Close,1
R008,WE,R008-1-WE-006,Holly Close,1
R008,WE,R008-1-WE-007,Holly Close,1
R008,WE,R008-1-WE-008,Holly Close,1
R008,WE,R008-1-WE-009,Holly Close,1
R008,WE,R008-1-WE-010,Holly Close,1
R008,WE,R008-1-WE-011,Holly Close,1
R008,WE,R008-1-WE-012,Holly Close,1
R008,WE,R008-1-WE-013,Holly Close,1
R008,WE,R008-1-WE-014,Holly Close,1
R008,WE,R008-1-WE-015,Holly Close,1
R008,WE,R008-1-WE-016,Holly Close,1
R008,WE,R008-1-WE-017,Holly Close,1
R008,WE,R008-1-WE-018,Holly Close,1
R008,WE,R008-1-WE-019,Holly Close,1
R008,WE,R008-1-WE-020,Holly Close,1
R008,WE,R008-1-WE-021,Holly Close,1
R008,WE,R008-1-WE-022,Holly Close,1
R008,WE,R008-1-WE-023,Holly Close,1
R008,WE,R008-1-WE-024,Holly Close,1
R008,WE,R008-1-WE-025,Holly Close,1
R008,WE,R008-1-WE-026,Holly Close,1
R008,WE,R008-1-WE-027,Holly Close,1
R008,WE,R008-1-WE-028,Holly Close,1
R008,WE,R008-1-WE-029,Holly Close,1
R008,WE,R008-1-WE-030,Holly Close,1
R008,WE,R008-1-WE-031,Holly Close,1
R008,WE,R008-1-WE-032,Holly Close,1
R008,WE,R008-1-WE-033,Holly Close,1
R008,WE,R008-1-WE-034,Holly Close,1
R009,WD,R009-0-WD,Steelyard Yard,0
R009,WD,R009-1-WD,Vinegrove Locks,1
R009,SA,R009-0-SA,Steelyard Yard,0
R009,SA,R009-1-SA,Vinegrove Locks,1
R009,SU,R009-0-SU,Steelyard Yard,0
R009,SU,R009-1-SU,Vinegrove Locks,1
R010,WD,R010-0-WD,Brickworks Works,0
R010,WD,R010-1-WD,Birch Terrace,1
R010,SA,R010-0-SA,Brickworks Works,0
R010,SA,R010-1-SA,Birch Terrace,1
R010,SU,R010-0-SU,Brickworks Works,0
R010,SU,R010-1-SU,Birch Terrace,1
R011,WD,R011-0-WD,Northgate Tower,0
R011,WD,R011-1-WD,Cedar Road,1
R011,SA,R011-0-SA,Northgate Tower,0
R011,SA,R011-1-SA,Cedar Road,1
R011,SU,R011-0-SU,Northgate Tower,0
R011,SU,R011-1-SU,Cedar Road,1
R012,WD,R012-0-WD,Marsh End Works,0
R012,WD,R012-1-WD,Southgate Steps,1
R012,SA,R012-0-SA,Marsh End Works,0
R012,SA,R012-1-SA,Southgate Steps,1
R012,SU,R012-0-SU,Marsh End Works,0
R012,SU,R012-1-SU,Southgate Steps,1
R013,WD,R013-0-WD,Kestrel Park Rise,0
R013,WD,R013-1-WD,Vinegrove Gate,1
R013,SA,R013-0-SA,Kestrel Park Rise,0
R013,SA,R013-1-SA,Vinegrove Gate,1
R013,SU,R013-0-SU,Kestrel Park Rise,0
R013,SU,R013-1-SU,Vinegrove Gate,1
R014,WD,R014-0-WD,Lakeside Priory,0
R014,WD,R014-1-WD,Willow Lane,1
R014,SA,R014-0-SA,Lakeside Priory,0
R014,SA,R014-1-SA,Willow Lane,1
R014,SU,R014-0-SU,Lakeside Priory,0
R014,SU,R014-1-SU,Willow Lane,1
R015,WD,R015-0-WD,Willow Crescent,0
R015,WD,R015-1-WD,Walnut Street,1
R015,SA,R015-0-SA,Willow Crescent,0
R015,SA,R015-1-SA,Walnut Street,1
R015,SU,R015-0-SU,Willow Crescent,0
R015,SU,R015-1-SU,Walnut Street,1
R016,WD,R016-0-WD,Holly Street,0
R016,WD,R016-1-WD,Willow Way,1
R016,SA,R016-0-SA,Holly Street,0
R016,SA,R016-1-SA,Willow Way,1
R016,SU,R016-0-SU,Holly Street,0
R016,SU,R016-1-SU,Willow Way,1
R017,WD,R017-0-WD,Kestrel Park Market,0
R017,WD,R017-1-WD,Vinegrove Museum,1
R017,SA,R017-0-SA,Kestrel Park Market,0
R017,SA,R017-1-SA,Vinegrove Museum,1
R017,SU,R017-0-SU,Kestrel Park Market,0
R017,SU,R017-1-SU,Vinegrove Museum,1
R018,WD,R018-0-WD,Fairmount Court,0
R018,WD,R018-1-WD,Lakeside Arcade,1
R018,WE,R018-0-WE,Fairmount Court,0
R018,WE,R018-1-WE,Lakeside Arcade,1
R019,WD,R019-0-WD,Birch Walk,0
R019,WD,R019-1-WD,Greenfield Exchange,1
R019,WE,R019-0-WE,Birch Walk,0
R019,WE,R019-1-WE,Greenfield Exchange,1
R020,WD,R020-0-WD,Harborside Crossing,0
R020,WD,R020-1-WD,Southgate Court,1
R020,WE,R020-0-WE,Harborside Crossing,0
R020,WE,R020-1-WE,Southgate Court,1
R021,WD,R021-0-WD,Fairmount Yard,0
R021,WD,R021-1-WD,Riverside Park,1
R022,WD,R022-0-WD,Westbridge Stadium,0
R022,WD,R022-1-WD,Oldtown Locks,1
R022,WE,R022-0-WE,Westbridge Stadium,0
R022,WE,R022-1-WE,Oldtown Locks,1
R023,WD,R023-0-WD,Pine Road,0
R023,WD,R023-1-WD,Lakeside Locks,1
R023,WE,R023-0-WE,Pine Road,0
R023,WE,R023-1-WE,Lakeside Locks,1
R024,WD,R024-0-WD,Beech Crescent,0
R024,WD,R024-1-WD,Elmwood Green,1
R024,WE,R024-0-WE,Beech Crescent,0
R024,WE,R024-1-WE,Elmwood Green,1
R025,WD,R025-0-WD,Beech Walk,0
R025,WD,R025-1-WD,Poplar Walk,1
R025,WE,R025-0-WE,Beech Walk,0
R025,WE,R025-1-WE,Poplar Walk,1
R026,WD,R026-0-WD,Junction Locks,0
R026,WD,R026-1-WD,Lakeside Exchange,1
R026,WE,R026-0-WE,Junction Locks,0
R026,WE,R026-1-WE,Lakeside Exchange,1
R027,WD,R027-0-WD,Steelyard Museum,0
R027,WD,R027-1-WD,Hillcrest Library,1
R027,WE,R027-0-WE,Steelyard Museum,0
R027,WE,R027-1-WE,Hillcrest Library,1
R028,WD,R028-0-WD,Lakeside Wharf,0
R028,WD,R028-1-WD,Brickworks Locks,1
R028,WE,R028-0-WE,Lakeside Wharf,0
R028,WE,R028-1-WE,Brickworks Locks,1
R029,WD,R029-0-WD,Linden Terrace,0
R029,WD,R029-1-WD,Harborside Chapel,1
R029,WE,R029-0-WE,Linden Terrace,0
R029,WE,R029-1-WE,Harborside Chapel,1
R030,WD,R030-0-WD,Harborside Junction,0
R030,WD,R030-1-WD,Hillcrest Row,1
R030,WE,R030-0-WE,Harborside Junction,0
R030,WE,R030-1-WE,Hillcrest Row,1
R031,WD,R031-0-WD,Lakeside Cemetery,0
R031,WD,R031-1-WD,Hillcrest Hospital,1
R031,WE,R031-0-WE,Lakeside Cemetery,0
R031,WE,R031-1-WE,Hillcrest Hospital,1
R032,WD,R032-0-WD,Hillcrest Baths 2,0
R032,WD,R032-1-WD,Brickworks Gate,1
R032,WE,R032-0-WE,Hillcrest Baths 2,0
R032,WE,R032-1-WE,Brickworks Gate,1
R033,WD,R033-0-WD,Foundry Works,0
R033,WD,R033-1-WD,Fairmount Hollow,1
R033,WE,R033-0-WE,Foundry Works,0
R033,WE,R033-1-WE,Fairmount Hollow,1
R034,WD,R034-0-WD,Steelyard Stadium,0
R034,WD,R034-1-WD,Vinegrove Chapel,1
R034,WE,R034-0-WE,Steelyard Stadium,0
R034,WE,R034-1-WE,Vinegrove Chapel,1
R035,WD,R035-0-WD,Greenfield Circus,0
R035,WD,R035-1-WD,Harborside Tower,1
R035,WE,R035-0-WE,Greenfield Circus,0
R035,WE,R035-1-WE,Harborside Tower,1
R036,WD,R036-0-WD,Harborside Hospital,0
R036,WD,R036-1-WD,Westbridge Museum 2,1
R036,WE,R036-0-WE,Harborside Hospital,0
R036,WE,R036-1-WE,Westbridge Museum 2,1
R037,WD,R037-0-WD,Brickworks Junction,0
R037,WD,R037-1-WD,Westbridge Terminal 4,1
R037,WE,R037-0-WE,Brickworks Junction,0
R037,WE,R037-1-WE,Westbridge Terminal 4,1
R038,WD,R038-0-WD,Kestrel Park Tower,0
R038,WD,R038-1-WD,Riverside Stadium,1
R039,WD,R039-0-WD,Riverside Court,0
R039,WD,R039-1-WD,Junction Park,1
R039,WE,R039-0-WE,Riverside Court,0
R039,WE,R039-1-WE,Junction Park,1
R040,WD,R040-0-WD,Harborside Works,0
R040,WD,R040-1-WD,Greenfield Cemetery,1
R041,WD,R041-0-WD,Foundry Baths 2,0
R041,WD,R041-1-WD,Westbridge Junction 2,1
R041,WE,R041-0-WE,Foundry Baths 2,0
R041,WE,R041-1-WE,Westbridge Junction 2,1
R042,WD,R042-0-WD,Fairmount School,0
R042,WD,R042-1-WD,Foundry Court 3,1
R042,WE,R042-0-WE,Fairmount School,0
R042,WE,R042-1-WE,Foundry Court 3,1
R043,WD,R043-0-WD,Harborside Museum,0
R043,WD,R043-1-WD,Fairmount Terminal,1
R044,WD,R044-0-WD,Brickworks Yard 2,0
R044,WD,R044-1-WD,Steelyard Exchange,1
R044,WE,R044-0-WE,Brickworks Yard 2,0
R044,WE,R044-1-WE,Steelyard Exchange,1
R045,WD,R045-0-WD,Southgate Steps 2,0
R045,WD,R045-1-WD,Marsh End Crossing 3,1
R045,WE,R045-0-WE,Southgate Steps 2,0
R045,WE,R045-1-WE,Marsh End Crossing 3,1
R046,WD,R046-0-WD,Greenfield Works,0
R046,WD,R046-1-WD,Harborside Museum 2,1
R046,WE,R046-0-WE,Greenfield Works,0
R046,WE,R046-1-WE,Harborside Museum 2,1
R047,WD,R047-0-WD,Oldtown Museum 2,0
R047,WD,R047-1-WD,Fairmount Crossing 2,1
R048,WD,R048-0-WD,Marsh End Depot 4,0
R048,WD,R048-1-WD,Southgate Museum 2,1
R048,WE,R048-0-WE,Marsh End Depot 4,0
R048,WE,R048-1-WE,Southgate Museum 2,1
R049,WD,R049-0-WD,Harborside Steps 2,0
R049,WD,R049-1-WD,Foundry Stadium 2,1
R050,WD,R050-0-WD,Marsh End Library 2,0
R050,WD,R050-1-WD,Steelyard Tower,1
R050,WE,R050-0-WE,Marsh End Library 2,0
R050,WE,R050-1-WE,Steelyard Tower,1
R051,WD,R051-0-WD,Kestrel Park Granary,0
R051,WD,R051-1-WD,Foundry Barracks,1
R051,WE,R051-0-WE,Kestrel Park Granary,0
R051,WE,R051-1-WE,Foundry Barracks,1
R052,WD,R052-0-WD,Foundry Halt,0
R052,WD,R052-1-WD,Vinegrove Cemetery 2,1
R052,WE,R052-0-WE,Foundry Halt,0
R052,WE,R052-1-WE,Vinegrove Cemetery 2,1
R053,WD,R053-0-WD,Junction Quay,0
R053,WD,R053-1-WD,Steelyard Park,1
R053,WE,R053-0-WE,Junction Quay,0
R053,WE,R053-1-WE,Steelyard Park,1
R054,WD,R054-0-WD,Junction Hollow,0
R054,WD,R054-1-WD,Northgate Hospital 5,1
R054,WE,R054-0-WE,Junction Hollow,0
R054,WE,R054-1-WE,Northgate Hospital 5,1
R055,WD,R055-0-WD,Westbridge Rise 5,0
R055,WD,R055-1-WD,Junction Fountain,1
R055,WE,R055-0-WE,Westbridge Rise 5,0
R055,WE,R055-1-WE,Junction Fountain,1
R056,WD,R056-0-WD,Brickworks Hospital 3,0
R056,WD,R056-1-WD,Kestrel Park Terminal,1
R056,WE,R056-0-WE,Brickworks Hospital 3,0
R056,WE,R056-1-WE,Kestrel Park Terminal,1
R057,WD,R057-0-WD,Marsh End Crossing 5,0
R057,WD,R057-1-WD,Hillcrest Tower 2,1
R057,WE,R057-0-WE,Marsh End Crossing 5,0
R057,WE,R057-1-WE,Hillcrest Tower 2,1
R058,WD,R058-0-WD,Brickworks Court 2,0
R058,WD,R058-1-WD,Riverside Bridge,1
R058,WE,R058-0-WE,Brickworks Court 2,0
R058,WE,R058-1-WE,Riverside Bridge,1
R059,WD,R059-0-WD,Kestrel Park Depot 2,0
R059,WD,R059-1-WD,Junction Junction,1
R059,WE,R059-0-WE,Kestrel Park Depot 2,0
R059,WE,R059-1-WE,Junction Junction,1
R060,WD,R060-0-WD,Brickworks Crossing 2,0
R060,WD,R060-1-WD,Westbridge Granary 2,1
R061,WD,R061-0-WD,Foundry Halt,0
R061,WD,R061-1-WD,Lakeside Park 2,1
R061,WE,R061-0-WE,Foundry Halt,0
R061,WE,R061-1-WE,Lakeside Park 2,1
R062,WD,R062-0-WD,Foundry Hollow 5,0
R062,WD,R062-1-WD,Alder Lane,1
R062,WE,R062-0-WE,Foundry Hollow 5,0
R062,WE,R062-1-WE,Alder Lane,1
R063,WD,R063-0-WD,Foundry Rise 2,0
R063,WD,R063-1-WD,Lakeside Hospital 2,1
R063,WE,R063-0-WE,Foundry Rise 2,0
R063,WE,R063-1-WE,Lakeside Hospital 2,1
R064,WD,R064-0-WD,Southgate Priory 3,0
R064,WD,R064-1-WD,Junction Hospital 2,1
R064,WE,R064-0-WE,Southgate Priory 3,0
R064,WE,R064-1-WE,Junction Hospital 2,1
R065,WD,R065-0-WD,Brickworks Terminal 2,0
R065,WD,R065-1-WD,Steelyard Museum 2,1
R065,WE,R065-0-WE,Brickworks Terminal 2,0
R065,WE,R065-1-WE,Steelyard Museum 2,1
R066,WD,R066-0-WD,Hillcrest Court 3,0
R066,WD,R066-1-WD,Fairmount Halt 3,1
R066,WE,R066-0-WE,Hillcrest Court 3,0
R066,WE,R066-1-WE,Fairmount Halt 3,1
R067,WD,R067-0-WD,Junction Library 2,0
R067,WD,R067-1-WD,Oldtown Granary 2,1
R067,WE,R067-0-WE,Junction Library 2,0
R067,WE,R067-1-WE,Oldtown Granary 2,1
R068,WD,R068-0-WD,Marsh End Depot 2,0
R068,WD,R068-1-WD,Hillcrest Mill 2,1
R069,WD,R069-0-WD,Brickworks School 5,0
R069,WD,R069-1-WD,Hillcrest Terminal 3,1
R070,WD,R070-0-WD,Kestrel Park Works 2,0
R070,WD,R070-1-WD,Riverside Market,1
R070,WE,R070-0-WE,Kestrel Park Works 2,0
R070,WE,R070-1-WE,Riverside Market,1
R071,WD,R071-0-WD,Foundry Junction 4,0
R071,WD,R071-1-WD,Junction Priory 2,1
R071,WE,R071-0-WE,Foundry Junction 4,0
R071,WE,R071-1-WE,Junction Priory 2,1
R072,WD,R072-0-WD,Foundry Depot 3,0
R072,WD,R072-1-WD,Oldtown Park 3,1
R072,WE,R072-0-WE,Foundry Depot 3,0
R072,WE,R072-1-WE,Oldtown Park 3,1
R073,WD,R073-0-WD,Brickworks Green 4,0
R073,WD,R073-1-WD,Hillcrest Fountain 4,1
R074,WD,R074-0-WD,Hazel Avenue,0
R074,WD,R074-1-WD,Westbridge Chapel 2,1
R074,WE,R074-0-WE,Hazel Avenue,0
R074,WE,R074-1-WE,Westbridge Chapel 2,1
R075,WD,R075-0-WD,Vinegrove Priory 2,0
R075,WD,R075-1-WD,Harborside Row 3,1
R076,WD,R076-0-WD,Foundry Works 2,0
R076,WD,R076-1-WD,Elmwood Works 2,1
R076,WE,R076-0-WE,Foundry Works 2,0
R076,WE,R076-1-WE,Elmwood Works 2,1
R077,WD,R077-0-WD,Hillcrest Junction 5,0
R077,WD,R077-1-WD,Steelyard Gate 3,1
R077,WE,R077-0-WE,Hillcrest Junction 5,0
R077,WE,R077-1-WE,Steelyard Gate 3,1
R078,WD,R078-0-WD,Hillcrest Baths 3,0
R078,WD,R078-1-WD,Northgate Museum 3,1
R078,WE,R078-0-WE,Hillcrest Baths 3,0
R078,WE,R078-1-WE,Northgate Museum 3,1
R079,WD,R079-0-WD,Riverside Rise,0
R079,WD,R079-1-WD,Northgate Chapel 4,1
R080,WD,R080-0-WD,Elmwood Row 5,0
R080,WD,R080-1-WD,Westbridge Stadium,1
R081,WD,R081-0-WD,Walnut Avenue,0
R081,WD,R081-1-WD,Marsh End Barracks 4,1
R081,WE,R081-0-WE,Walnut Avenue,0
R081,WE,R081-1-WE,Marsh End Barracks 4,1
R082,WD,R082-0-WD,Steelyard Bridge 2,0
R082,WD,R082-1-WD,Marsh End Priory 4,1
R082,WE,R082-0-WE,Steelyard Bridge 2,0
R082,WE,R082-1-WE,Marsh End Priory 4,1
R083,WD,R083-0-WD,Hillcrest Works 3,0
R083,WD,R083-1-WD,Greenfield Hospital,1
R083,WE,R083-0-WE,Hillcrest Works 3,0
R083,WE,R083-1-WE,Greenfield Hospital,1
R084,WD,R084-0-WD,Northgate Court 2,0
R084,WD,R084-1-WD,Foundry Cemetery 4,1
R084,WE,R084-0-WE,Northgate Court 2,0
R084,WE,R084-1-WE,Foundry Cemetery 4,1
R085,WD,R085-0-WD,Northgate Chapel 5,0
R085,WD,R085-1-WD,Fairmount Chapel 2,1
R085,WE,R085-0-WE,Northgate Chapel 5,0
R085,WE,R085-1-WE,Fairmount Chapel 2,1
R086,WD,R086-0-WD,Harborside Tower 2,0
R086,WD,R086-1-WD,Poplar Crescent,1
R086,WE,R086-0-WE,Harborside Tower 2,0
R086,WE,R086-1-WE,Poplar Crescent,1
R087,WD,R087-0-WD,Junction Wharf 2,0
R087,WD,R087-1-WD,Southgate Museum 4,1
R087,WE,R087-0-WE,Junction Wharf 2,0
R087,WE,R087-1-WE,Southgate Museum 4,1
R088,WD,R088-0-WD,Vinegrove Chapel 4,0
R088,WD,R088-1-WD,Kestrel Park Depot,1
R088,WE,R088-0-WE,Vinegrove Chapel 4,0
R088,WE,R088-1-WE,Kestrel Park Depot,1
R089,WD,R089-0-WD,Brickworks Court 2,0
R089,WD,R089-1-WD,Kestrel Park School 4,1
R090,WD,R090-0-WD,Riverside Steps,0
R090,WD,R090-1-WD,Brickworks Museum 3,1
R091,WD,R091-0-WD,Junction Market 5,0
R091,WD,R091-1-WD,Foundry Arcade 4,1
R091,WE,R091-0-WE,Junction Market 5,0
R091,WE,R091-1-WE,Foundry Arcade 4,1
R092,WD,R092-0-WD,Westbridge Quay 5,0
R092,WD,R092-1-WD,Fairmount Chapel 3,1
R092,WE,R092-0-WE,Westbridge Quay 5,0
R092,WE,R092-1-WE,Fairmount Chapel 3,1
R093,WD,R093-0-WD,Riverside Cemetery,0
R093,WD,R093-1-WD,Oldtown Halt 3,1
R093,WE,R093-0-WE,Riverside Cemetery,0
R093,WE,R093-1-WE,Oldtown Halt 3,1
R094,WD,R094-0-WD,Pine Crescent,0
R094,WD,R094-1-WD,Kestrel Park Terminal,1
R094,WE,R094-0-WE,Pine Crescent,0
R094,WE,R094-1-WE,Kestrel Park Terminal,1
R095,WD,R095-0-WD,Hillcrest Green 3,0
R095,WD,R095-1-WD,Steelyard Quay 2,1
R095,WE,R095-0-WE,Hillcrest Green 3,0
R095,WE,R095-1-WE,Steelyard Quay 2,1
R096,WD,R096-0-WD,Kestrel Park Yard,0
R096,WD,R096-1-WD,Foundry Green,1
R096,WE,R096-0-WE,Kestrel Park Yard,0
R096,WE,R096-1-WE,Foundry Green,1
R097,WD,R097-0-WD,Marsh End Wharf,0
R097,WD,R097-1-WD,Vinegrove Steps 2,1
R097,WE,R097-0-WE,Marsh End Wharf,0
R097,WE,R097-1-WE,Vinegrove Steps 2,1
R098,WD,R098-0-WD,Junction Hospital 4,0
R098,WD,R098-1-WD,Lakeside Circus 2,1
R098,WE,R098-0-WE,Junction Hospital 4,0
R098,WE,R098-1-WE,Lakeside Circus 2,1
R099,WD,R099-0-WD,Lakeside Circus 3,0
R099,WD,R099-1-WD,Foundry Halt 4,1
R099,WE,R099-0-WE,Lakeside Circus 3,0
R099,WE,R099-1-WE,Foundry Halt 4,1
R100,WD,R100-0-WD,Vinegrove Fields 4,0
R100,WD,R100-1-WD,Kestrel Park School 5,1
R100,WE,R100-0-WE,Vinegrove Fields 4,0
R100,WE,R100-1-WE,Kestrel Park School 5,1
R101,WD,R101-0-WD,Elmwood Quay 3,0
R101,WD,R101-1-WD,Northgate Bridge 4,1
R101,WE,R101-0-WE,Elmwood Quay 3,0
R101,WE,R101-1-WE,Northgate Bridge 4,1
R102,WD,R102-0-WD,Junction Gate 5,0
R102,WD,R102-1-WD,Lakeside Hollow 2,1
R102,WE,R102-0-WE,Junction Gate 5,0
R102,WE,R102-1-WE,Lakeside Hollow 2,1
R103,WD,R103-0-WD,Northgate Court 4,0
R103,WD,R103-1-WD,Elm Avenue,1
R103,WE,R103-0-WE,Northgate Court 4,0
R103,WE,R103-1-WE,Elm Avenue,1
R104,WD,R104-0-WD,Junction Chapel 2,0
R104,WD,R104-1-WD,Hillcrest Circus,1
R104,WE,R104-0-WE,Junction Chapel 2,0
R104,WE,R104-1-WE,Hillcrest Circus,1
R105,WD,R105-0-WD,Kestrel Park Steps 3,0
R105,WD,R105-1-WD,Hillcrest Baths 5,1
R105,WE,R105-0-WE,Kestrel Park Steps 3,0
R105,WE,R105-1-WE,Hillcrest Baths 5,1
R106,WD,R106-0-WD,Foundry Fountain 3,0
R106,WD,R106-1-WD,Kestrel Park Locks 2,1
R106,WE,R106-0-WE,Foundry Fountain 3,0
R106,WE,R106-1-WE,Kestrel Park Locks 2,1
R107,WD,R107-0-WD,Greenfield Cemetery 3,0
R107,WD,R107-1-WD,Hillcrest Rise 7,1
R107,WE,R107-0-WE,Greenfield Cemetery 3,0
R107,WE,R107-1-WE,Hillcrest Rise 7,1
R108,WD,R108-0-WD,Lakeside Fountain 2,0
R108,WD,R108-1-WD,Harborside Museum 3,1
R108,WE,R108-0-WE,Lakeside Fountain 2,0
R108,WE,R108-1-WE,Harborside Museum 3,1
R109,WD,R109-0-WD,Riverside Exchange 2,0
